Previous State,New State
"[-210.1, -145.0, 3.0615070735561343, 21.19, -3.78, 990.82, 1.34]","[-205.95, -145.17, 2.878570450681324, 20.19, 0.71, 995.07, 0.65]"
"[-205.95, -145.17, 2.878570450681324, 20.19, 0.71, 995.07, 0.65]","[-201.96, -145.97, 2.7191385914030373, 20.16, 2.5, 999.17, 0.2]"
"[-201.96, -145.97, 2.7191385914030373, 20.16, 2.5, 999.17, 0.2]","[-198.15, -147.39, 2.5592284157210496, 20.22, 3.57, 1003.25, 0.0]"
"[-198.15, -147.39, 2.5592284157210496, 20.22, 3.57, 1003.25, 0.0]","[-194.59, -149.43, 2.407383866136434, 20.47, 4.12, 1007.36, 0.05]"
"[-194.59, -149.43, 2.407383866136434, 20.47, 4.12, 1007.36, 0.05]","[-191.35, -152.05, 2.293530574608312, 20.94, 4.05, 1011.51, 0.3]"
"[-191.35, -152.05, 2.293530574608312, 20.94, 4.05, 1011.51, 0.3]","[-188.45, -155.19, 2.214297435588181, 21.89, 6.04, 1015.81, 0.71]"
"[-188.45, -155.19, 2.214297435588181, 21.89, 6.04, 1015.81, 0.71]","[-185.77, -158.81, 2.1801816348256917, 23.18, 6.26, 1020.41, 1.15]"
"[-185.77, -158.81, 2.1801816348256917, 23.18, 6.26, 1020.41, 1.15]","[-183.17, -162.77, 2.125607359774968, 24.24, 5.41, 1025.29, 1.3]"
"[-183.17, -162.77, 2.125607359774968, 24.24, 5.41, 1025.29, 1.3]","[-180.73, -167.08, 2.0657304531357923, 25.38, 5.03, 1030.4, 1.23]"
"[-180.73, -167.08, 2.0657304531357923, 25.38, 5.03, 1030.4, 1.23]","[-178.4, -171.7, 1.998308591739766, 26.47, 5.49, 1035.69, 0.8]"
"[-178.4, -171.7, 1.998308591739766, 26.47, 5.49, 1035.69, 0.8]","[-176.27, -176.66, 1.9471798091126247, 27.52, 4.36, 1041.1, -0.02]"
"[-176.27, -176.66, 1.9471798091126247, 27.52, 4.36, 1041.1, -0.02]","[-174.53, -181.89, 1.8163618443101885, 27.39, -4.22, 1046.51, -1.05]"
"[-174.53, -181.89, 1.8163618443101885, 27.39, -4.22, 1046.51, -1.05]","[-173.42, -187.15, 1.5707963267948966, 26.29, -4.08, 1051.67, -2.08]"
"[-173.42, -187.15, 1.5707963267948966, 26.29, -4.08, 1051.67, -2.08]","[-173.03, -192.3, 1.4292568534704695, 24.96, -2.54, 1056.6, -2.86]"
"[-173.03, -192.3, 1.4292568534704695, 24.96, -2.54, 1056.6, -2.86]","[-173.34, -197.23, 1.2226303055219356, 23.83, 0.48, 1061.4, -3.17]"
"[-173.34, -197.23, 1.2226303055219356, 23.83, 0.48, 1061.4, -3.17]","[-174.33, -201.95, 1.075862200454001, 23.4, 2.12, 1066.11, -2.9]"
"[-174.33, -201.95, 1.075862200454001, 23.4, 2.12, 1066.11, -2.9]","[-175.92, -206.44, 1.015985293814825, 23.67, 3.57, 1070.75, -2.13]"
"[-175.92, -206.44, 1.015985293814825, 23.67, 3.57, 1070.75, -2.13]","[-178.01, -210.84, 1.0973451695228305, 24.9, 3.29, 1075.43, -0.93]"
"[-178.01, -210.84, 1.0973451695228305, 24.9, 3.29, 1075.43, -0.93]","[-179.96, -215.49, 1.2870022175865685, 25.57, 3.64, 1080.39, 0.03]"
"[-179.96, -215.49, 1.2870022175865685, 25.57, 3.64, 1080.39, 0.03]","[-181.42, -220.44, 1.4292568534704695, 25.87, 3.32, 1085.54, 0.4]"
"[-181.42, -220.44, 1.4292568534704695, 25.87, 3.32, 1085.54, 0.4]","[-182.37, -225.59, 1.5707963267948966, 26.44, 4.78, 1090.78, 0.2]"
"[-182.37, -225.59, 1.5707963267948966, 26.44, 4.78, 1090.78, 0.2]","[-182.93, -230.97, 1.5707963267948966, 27.71, 5.74, 1096.16, -0.45]"
"[-182.93, -230.97, 1.5707963267948966, 27.71, 5.74, 1096.16, -0.45]","[-183.49, -236.59, 1.4292568534704695, 28.78, 4.96, 1101.76, -1.15]"
"[-183.49, -236.59, 1.4292568534704695, 28.78, 4.96, 1101.76, -1.15]","[-184.42, -242.37, 1.370461484471777, 29.8, 5.81, 1107.61, -1.52]"
"[-184.42, -242.37, 1.370461484471777, 29.8, 5.81, 1107.61, -1.52]","[-185.75, -248.29, 1.3252308092796046, 30.95, 5.65, 1113.68, -1.54]"
"[-185.75, -248.29, 1.3252308092796046, 30.95, 5.65, 1113.68, -1.54]","[-187.26, -254.4, 1.3252308092796046, 32.0, 4.88, 1119.96, -1.48]"
"[-187.26, -254.4, 1.3252308092796046, 32.0, 4.88, 1119.96, -1.48]","[-188.92, -260.67, 1.2870022175865685, 32.93, 4.76, 1126.45, -1.35]"
"[-188.92, -260.67, 1.2870022175865685, 32.93, 4.76, 1126.45, -1.35]","[-190.92, -267.04, 1.253235897503375, 33.9, 5.51, 1133.11, -0.96]"
"[-190.92, -267.04, 1.253235897503375, 33.9, 5.51, 1133.11, -0.96]","[-193.12, -273.55, 1.253235897503375, 34.84, 4.75, 1139.97, -0.41]"
"[-193.12, -273.55, 1.253235897503375, 34.84, 4.75, 1139.97, -0.41]","[-195.39, -280.22, 1.253235897503375, 35.73, 4.64, 1147.0, 0.17]"
"[-195.39, -280.22, 1.253235897503375, 35.73, 4.64, 1147.0, 0.17]","[-197.72, -287.06, 1.253235897503375, 36.57, 3.72, 1154.21, 0.76]"
"[-197.72, -287.06, 1.253235897503375, 36.57, 3.72, 1154.21, 0.76]","[-199.88, -294.07, 1.3252308092796046, 36.45, -7.1, 1161.54, 1.17]"
"[-199.88, -294.07, 1.3252308092796046, 36.45, -7.1, 1161.54, 1.17]","[-201.49, -300.96, 1.4292568534704695, 34.13, -11.23, 1168.62, 1.06]"
"[-201.49, -300.96, 1.4292568534704695, 34.13, -11.23, 1168.62, 1.06]","[-202.54, -307.47, 1.5707963267948966, 31.58, -12.58, 1175.19, 0.52]"
"[-202.54, -307.47, 1.5707963267948966, 31.58, -12.58, 1175.19, 0.52]","[-203.03, -313.54, 1.5707963267948966, 29.59, -3.26, 1181.21, -0.41]"
"[-203.03, -313.54, 1.5707963267948966, 29.59, -3.26, 1181.21, -0.41]","[-203.09, -319.39, 1.5707963267948966, 28.99, -3.01, 1186.99, -1.5]"
"[-203.09, -319.39, 1.5707963267948966, 28.99, -3.01, 1186.99, -1.5]","[-202.94, -325.12, 1.5707963267948966, 28.35, -3.46, 1192.99, -2.24]"
"[-202.94, -325.12, 1.5707963267948966, 28.35, -3.46, 1192.99, -2.24]","[-202.34, -330.69, 1.771131169118016, 27.63, -2.71, 1198.84, -2.8]"
"[-202.34, -330.69, 1.771131169118016, 27.63, -2.71, 1198.84, -2.8]","[-201.19, -336.02, 1.888356756086418, 26.91, -3.29, 1204.66, -3.18]"
"[-201.19, -336.02, 1.888356756086418, 26.91, -3.29, 1204.66, -3.18]","[-199.45, -341.04, 1.998308591739766, 26.22, -2.49, 1210.4, -3.41]"
"[-199.45, -341.04, 1.998308591739766, 26.22, -2.49, 1210.4, -3.41]","[-197.26, -345.8, 2.044247484066963, 26.63, 5.76, 1216.09, -3.35]"
"[-197.26, -345.8, 2.044247484066963, 26.63, 5.76, 1216.09, -3.35]","[-194.68, -350.5, 2.125607359774968, 26.67, -2.96, 1221.85, -2.91]"
"[-194.68, -350.5, 2.125607359774968, 26.67, -2.96, 1221.85, -2.91]","[-191.7, -354.85, 2.2627515019212137, 25.94, -3.64, 1227.74, -2.12]"
"[-191.7, -354.85, 2.2627515019212137, 25.94, -3.64, 1227.74, -2.12]","[-188.32, -358.67, 2.4207738927197036, 25.12, -3.1, 1232.95, -1.2]"
"[-188.32, -358.67, 2.4207738927197036, 25.12, -3.1, 1232.95, -1.2]","[-184.59, -361.91, 2.571155544189871, 24.17, -3.76, 1237.86, -0.27]"
"[-184.59, -361.91, 2.571155544189871, 24.17, -3.76, 1237.86, -0.27]","[-180.63, -364.52, 2.740961060888421, 23.05, -3.2, 1242.5, 0.48]"
"[-180.63, -364.52, 2.740961060888421, 23.05, -3.2, 1242.5, 0.48]","[-176.53, -366.45, 2.9197781830929985, 22.0, -2.69, 1247.01, 0.98]"
"[-176.53, -366.45, 2.9197781830929985, 22.0, -2.69, 1247.01, 0.98]","[-172.35, -367.7, 3.0915717967840233, 21.33, 2.33, 1251.26, 1.26]"
"[-172.35, -367.7, 3.0915717967840233, 21.33, 2.33, 1251.26, 1.26]","[-168.07, -368.31, 3.2317145986043885, 21.43, 3.43, 1255.44, 1.26]"
"[-168.07, -368.31, 3.2317145986043885, 21.43, 3.43, 1255.44, 1.26]","[-163.71, -368.3, 3.342950574380124, 21.81, 4.22, 1259.65, 1.06]"
"[-163.71, -368.3, 3.342950574380124, 21.81, 4.22, 1259.65, 1.06]","[-159.3, -367.66, 3.425386762798121, 22.58, 5.77, 1263.98, 0.68]"
"[-159.3, -367.66, 3.425386762798121, 22.58, 5.77, 1263.98, 0.68]","[-154.82, -366.45, 3.4567856860305177, 23.9, 7.11, 1268.56, 0.21]"
"[-154.82, -366.45, 3.4567856860305177, 23.9, 7.11, 1268.56, 0.21]","[-150.22, -364.82, 3.5206016742857438, 24.61, -2.19, 1273.43, -0.05]"
"[-150.22, -364.82, 3.5206016742857438, 24.61, -2.19, 1273.43, -0.05]","[-145.82, -362.74, 3.6884436042857374, 23.98, -2.72, 1278.3, -0.18]"
"[-145.82, -362.74, 3.6884436042857374, 23.98, -2.72, 1278.3, -0.18]","[-141.86, -360.17, 3.8360909192163493, 23.41, 0.87, 1283.07, -0.34]"
"[-141.86, -360.17, 3.8360909192163493, 23.41, 0.87, 1283.07, -0.34]","[-138.26, -357.08, 3.945394972522823, 24.11, 5.36, 1287.86, -0.52]"
"[-138.26, -357.08, 3.945394972522823, 24.11, 5.36, 1287.86, -0.52]","[-134.91, -353.47, 4.068887871591405, 25.09, 5.25, 1292.86, -0.68]"
"[-134.91, -353.47, 4.068887871591405, 25.09, 5.25, 1292.86, -0.68]","[-131.89, -349.36, 4.1967949741386, 25.85, 5.02, 1298.05, -0.77]"
"[-131.89, -349.36, 4.1967949741386, 25.85, 5.02, 1298.05, -0.77]","[-129.29, -344.81, 4.336005498066962, 26.47, 4.08, 1303.37, -0.81]"
"[-129.29, -344.81, 4.336005498066962, 26.47, 4.08, 1303.37, -0.81]","[-127.15, -339.88, 4.428594871176362, 27.21, 5.98, 1308.81, -0.9]"
"[-127.15, -339.88, 4.428594871176362, 27.21, 5.98, 1308.81, -0.9]","[-125.48, -334.58, 4.466823462869398, 28.4, 7.0, 1314.43, -1.13]"
"[-125.48, -334.58, 4.466823462869398, 28.4, 7.0, 1314.43, -1.13]","[-124.02, -328.95, 4.466823462869398, 29.68, 6.26, 1320.3, -1.33]"
"[-124.02, -328.95, 4.466823462869398, 29.68, 6.26, 1320.3, -1.33]","[-122.53, -323.08, 4.466823462869398, 30.88, 5.66, 1326.41, -1.23]"
"[-122.53, -323.08, 4.466823462869398, 30.88, 5.66, 1326.41, -1.23]","[-120.99, -316.99, 4.466823462869398, 32.01, 5.71, 1332.74, -0.86]"
"[-120.99, -316.99, 4.466823462869398, 32.01, 5.71, 1332.74, -0.86]","[-119.39, -310.67, 4.466823462869398, 33.09, 5.36, 1339.23, -0.41]"
"[-119.39, -310.67, 4.466823462869398, 33.09, 5.36, 1339.23, -0.41]","[-117.73, -304.16, 4.466823462869398, 34.12, 5.13, 1345.94, 0.02]"
"[-117.73, -304.16, 4.466823462869398, 34.12, 5.13, 1345.94, 0.02]","[-116.03, -297.45, 4.466823462869398, 35.11, 4.84, 1352.86, 0.41]"
"[-116.03, -297.45, 4.466823462869398, 35.11, 4.84, 1352.86, 0.41]","[-114.27, -290.55, 4.466823462869398, 36.07, 4.9, 1359.97, 0.73]"
"[-114.27, -290.55, 4.466823462869398, 36.07, 4.9, 1359.97, 0.73]","[-112.47, -283.47, 4.466823462869398, 36.98, 4.28, 1367.27, 1.04]"
"[-112.47, -283.47, 4.466823462869398, 36.98, 4.28, 1367.27, 1.04]","[-110.62, -276.22, 4.466823462869398, 37.85, 4.21, 1374.75, 1.37]"
"[-110.62, -276.22, 4.466823462869398, 37.85, 4.21, 1374.75, 1.37]","[-108.9, -268.85, 4.51205413806157, 38.08, 4.51, 1382.31, 1.54]"
"[-108.9, -268.85, 4.51205413806157, 38.08, 4.51, 1382.31, 1.54]","[-107.42, -261.29, 4.51205413806157, 38.96, 4.15, 1390.02, 1.45]"
"[-107.42, -261.29, 4.51205413806157, 38.96, 4.15, 1390.02, 1.45]","[-106.04, -253.53, 4.51205413806157, 39.79, 4.17, 1397.89, 1.22]"
"[-106.04, -253.53, 4.51205413806157, 39.79, 4.17, 1397.89, 1.22]","[-104.64, -245.62, 4.570849507060263, 40.56, 3.61, 1405.92, 0.97]"
"[-104.64, -245.62, 4.570849507060263, 40.56, 3.61, 1405.92, 0.97]","[-103.43, -237.53, 4.570849507060263, 41.24, 3.79, 1414.09, 0.5]"
"[-103.43, -237.53, 4.570849507060263, 41.24, 3.79, 1414.09, 0.5]","[-102.54, -229.25, 4.71238898038469, 41.97, 3.68, 1422.38, -0.28]"
"[-102.54, -229.25, 4.71238898038469, 41.97, 3.68, 1422.38, -0.28]","[-101.83, -220.81, 4.71238898038469, 42.7, 3.48, 1430.8, -1.16]"
"[-101.83, -220.81, 4.71238898038469, 42.7, 3.48, 1430.8, -1.16]","[-101.0, -212.24, 4.570849507060263, 43.39, 3.24, 1439.39, -1.9]"
"[-101.0, -212.24, 4.570849507060263, 43.39, 3.24, 1439.39, -1.9]","[-100.06, -203.55, 4.570849507060263, 44.06, 3.25, 1448.11, -2.55]"
"[-100.06, -203.55, 4.570849507060263, 44.06, 3.25, 1448.11, -2.55]","[-99.02, -194.74, 4.570849507060263, 44.67, 3.04, 1456.96, -3.12]"
"[-99.02, -194.74, 4.570849507060263, 44.67, 3.04, 1456.96, -3.12]","[-97.74, -185.83, 4.570849507060263, 45.29, 3.04, 1465.92, -3.53]"
"[-97.74, -185.83, 4.570849507060263, 45.29, 3.04, 1465.92, -3.53]","[-96.27, -176.83, 4.570849507060263, 45.9, 3.03, 1475.01, -3.85]"
"[-96.27, -176.83, 4.570849507060263, 45.9, 3.03, 1475.01, -3.85]","[-94.63, -167.76, 4.51205413806157, 46.06, -1.86, 1484.22, -4.03]"
"[-94.63, -167.76, 4.51205413806157, 46.06, -1.86, 1484.22, -4.03]","[-92.62, -158.75, 4.428594871176362, 46.35, 3.04, 1493.45, -3.84]"
"[-92.62, -158.75, 4.428594871176362, 46.35, 3.04, 1493.45, -3.84]","[-90.18, -149.75, 4.428594871176362, 46.94, 2.84, 1502.75, -3.24]"
"[-90.18, -149.75, 4.428594871176362, 46.94, 2.84, 1502.75, -3.24]","[-87.48, -140.7, 4.394828551093168, 47.49, 2.88, 1512.16, -2.4]"
"[-87.48, -140.7, 4.394828551093168, 47.49, 2.88, 1512.16, -2.4]","[-84.61, -131.59, 4.394828551093168, 48.03, 2.69, 1521.66, -1.4]"
"[-84.61, -131.59, 4.394828551093168, 48.03, 2.69, 1521.66, -1.4]","[-81.62, -122.4, 4.394828551093168, 48.55, 2.66, 1531.25, -0.36]"
"[-81.62, -122.4, 4.394828551093168, 48.55, 2.66, 1531.25, -0.36]","[-78.45, -113.17, 4.3642229591117285, 49.04, 2.49, 1540.97, 0.63]"
"[-78.45, -113.17, 4.3642229591117285, 49.04, 2.49, 1540.97, 0.63]","[-74.95, -103.96, 4.309673138804028, 49.47, 2.5, 1550.84, 1.43]"
"[-74.95, -103.96, 4.309673138804028, 49.47, 2.5, 1550.84, 1.43]","[-71.0, -94.84, 4.261362168588427, 49.9, 2.3, 1560.92, 1.92]"
"[-71.0, -94.84, 4.261362168588427, 49.9, 2.3, 1560.92, 1.92]","[-66.54, -85.88, 4.1967949741386, 50.2, 1.85, 1571.14, 1.91]"
"[-66.54, -85.88, 4.1967949741386, 50.2, 1.85, 1571.14, 1.91]","[-61.59, -77.1, 4.138875875961593, 50.52, 2.38, 1581.37, 1.35]"
"[-61.59, -77.1, 4.138875875961593, 50.52, 2.38, 1581.37, 1.35]","[-56.18, -68.51, 4.1030036723538945, 50.96, 2.27, 1591.56, 0.51]"
"[-56.18, -68.51, 4.1030036723538945, 50.96, 2.27, 1591.56, 0.51]","[-50.48, -60.0, 4.1030036723538945, 51.41, 1.79, 1601.77, -0.34]"
"[-50.48, -60.0, 4.1030036723538945, 51.41, 1.79, 1601.77, -0.34]","[-44.56, -51.55, 4.068887871591405, 51.79, 2.05, 1612.06, -1.08]"
"[-44.56, -51.55, 4.068887871591405, 51.79, 2.05, 1612.06, -1.08]","[-38.31, -43.24, 4.036258470824029, 52.17, 2.14, 1622.45, -1.46]"
"[-38.31, -43.24, 4.036258470824029, 52.17, 2.14, 1622.45, -1.46]","[-31.79, -35.04, 4.020433805258373, 52.58, 2.22, 1632.93, -1.56]"
"[-31.79, -35.04, 4.020433805258373, 52.58, 2.22, 1632.93, -1.56]","[-25.11, -26.87, 4.020433805258373, 52.98, 2.29, 1643.48, -1.54]"
"[-25.11, -26.87, 4.020433805258373, 52.98, 2.29, 1643.48, -1.54]","[-18.4, -18.67, 4.020433805258373, 52.89, 2.13, 1654.08, -1.49]"
"[-18.4, -18.67, 4.020433805258373, 52.89, 2.13, 1654.08, -1.49]","[-11.67, -10.46, 4.020433805258373, 53.29, 2.23, 1664.69, -1.44]"
"[-11.67, -10.46, 4.020433805258373, 53.29, 2.23, 1664.69, -1.44]","[-4.91, -2.18, 4.036258470824029, 53.67, 2.27, 1675.39, -1.4]"
"[-4.91, -2.18, 4.036258470824029, 53.67, 2.27, 1675.39, -1.4]","[1.89, 6.18, 4.036258470824029, 54.05, 1.34, 1686.16, -1.38]"
"[1.89, 6.18, 4.036258470824029, 54.05, 1.34, 1686.16, -1.38]","[8.72, 14.61, 4.036258470824029, 54.41, 2.07, 1697.01, -1.37]"
"[8.72, 14.61, 4.036258470824029, 54.41, 2.07, 1697.01, -1.37]","[15.59, 23.09, 4.036258470824029, 54.77, 1.8, 1707.93, -1.36]"
"[15.59, 23.09, 4.036258470824029, 54.77, 1.8, 1707.93, -1.36]","[22.52, 31.62, 4.036258470824029, 55.11, 1.38, 1718.92, -1.33]"
"[22.52, 31.62, 4.036258470824029, 55.11, 1.38, 1718.92, -1.33]","[29.51, 40.18, 4.020433805258373, 55.43, 2.06, 1729.98, -1.27]"
"[29.51, 40.18, 4.020433805258373, 55.43, 2.06, 1729.98, -1.27]","[36.62, 48.74, 4.004905768605346, 55.76, 1.67, 1741.1, -1.1]"
"[36.62, 48.74, 4.004905768605346, 55.76, 1.67, 1741.1, -1.1]","[43.81, 57.3, 4.004905768605346, 56.07, 1.69, 1752.28, -0.84]"
"[43.81, 57.3, 4.004905768605346, 56.07, 1.69, 1752.28, -0.84]","[51.07, 65.89, 4.004905768605346, 56.36, 1.41, 1763.52, -0.52]"
"[51.07, 65.89, 4.004905768605346, 56.36, 1.41, 1763.52, -0.52]","[58.46, 74.43, 3.974663011931441, 56.63, 1.3, 1774.81, -0.06]"
"[58.46, 74.43, 3.974663011931441, 56.63, 1.3, 1774.81, -0.06]","[66.02, 82.91, 3.974663011931441, 56.92, 1.75, 1786.15, 0.58]"
"[66.02, 82.91, 3.974663011931441, 56.92, 1.75, 1786.15, 0.58]","[73.65, 91.39, 4.004905768605346, 57.18, 1.93, 1797.54, 1.26]"
"[73.65, 91.39, 4.004905768605346, 57.18, 1.93, 1797.54, 1.26]","[81.15, 100.06, 4.020433805258373, 57.42, 1.15, 1808.99, 1.73]"
"[81.15, 100.06, 4.020433805258373, 57.42, 1.15, 1808.99, 1.73]","[88.5, 108.91, 4.036258470824029, 57.69, 1.43, 1820.5, 1.95]"
"[88.5, 108.91, 4.036258470824029, 57.69, 1.43, 1820.5, 1.95]","[95.79, 117.9, 4.036258470824029, 57.95, 1.44, 1832.06, 2.04]"
"[95.79, 117.9, 4.036258470824029, 57.95, 1.44, 1832.06, 2.04]","[103.07, 126.94, 4.036258470824029, 58.2, 0.88, 1843.68, 2.09]"
"[103.07, 126.94, 4.036258470824029, 58.2, 0.88, 1843.68, 2.09]","[110.37, 136.04, 4.036258470824029, 58.44, 1.39, 1855.34, 2.13]"
"[110.37, 136.04, 4.036258470824029, 58.44, 1.39, 1855.34, 2.13]","[117.7, 145.17, 4.036258470824029, 58.68, 1.14, 1867.05, 2.17]"
"[117.7, 145.17, 4.036258470824029, 58.68, 1.14, 1867.05, 2.17]","[125.06, 154.34, 4.036258470824029, 58.9, 1.89, 1878.81, 2.2]"
"[125.06, 154.34, 4.036258470824029, 58.9, 1.89, 1878.81, 2.2]","[132.45, 163.55, 4.036258470824029, 59.12, 1.01, 1890.61, 2.24]"
"[132.45, 163.55, 4.036258470824029, 59.12, 1.01, 1890.61, 2.24]","[139.86, 172.78, 4.036258470824029, 59.34, 0.85, 1902.46, 2.28]"
"[139.86, 172.78, 4.036258470824029, 59.34, 0.85, 1902.46, 2.28]","[147.31, 182.05, 4.036258470824029, 59.55, 1.1, 1914.35, 2.31]"
"[147.31, 182.05, 4.036258470824029, 59.55, 1.1, 1914.35, 2.31]","[154.77, 191.36, 4.036258470824029, 59.75, 1.0, 1926.28, 2.33]"
"[154.77, 191.36, 4.036258470824029, 59.75, 1.0, 1926.28, 2.33]","[162.27, 200.69, 4.036258470824029, 59.84, -4.29, 1938.25, 2.36]"
"[162.27, 200.69, 4.036258470824029, 59.84, -4.29, 1938.25, 2.36]","[169.61, 209.84, 4.036258470824029, 56.94, -19.77, 1949.98, 2.39]"
"[169.61, 209.84, 4.036258470824029, 56.94, -19.77, 1949.98, 2.39]","[176.48, 218.41, 4.036258470824029, 52.9, -20.38, 1960.96, 2.41]"
"[176.48, 218.41, 4.036258470824029, 52.9, -20.38, 1960.96, 2.41]","[182.85, 226.36, 4.036258470824029, 49.04, -18.41, 1971.15, 2.41]"
"[182.85, 226.36, 4.036258470824029, 49.04, -18.41, 1971.15, 2.41]","[188.74, 233.72, 4.036258470824029, 45.26, -18.42, 1980.58, 2.41]"
"[188.74, 233.72, 4.036258470824029, 45.26, -18.42, 1980.58, 2.41]","[194.18, 240.52, 4.036258470824029, 41.77, -20.56, 1989.3, 2.4]"
"[194.18, 240.52, 4.036258470824029, 41.77, -20.56, 1989.3, 2.4]","[199.15, 246.75, 4.036258470824029, 37.98, -18.29, 1997.26, 2.38]"
"[199.15, 246.75, 4.036258470824029, 37.98, -18.29, 1997.26, 2.38]","[203.65, 252.42, 4.036258470824029, 34.38, -18.59, 2004.5, 2.36]"
"[203.65, 252.42, 4.036258470824029, 34.38, -18.59, 2004.5, 2.36]","[207.7, 257.52, 4.036258470824029, 30.88, -15.85, 2011.01, 2.33]"
"[207.7, 257.52, 4.036258470824029, 30.88, -15.85, 2011.01, 2.33]","[211.25, 262.3, 4.138875875961593, 29.16, -0.98, 2016.95, 2.13]"
"[211.25, 262.3, 4.138875875961593, 29.16, -0.98, 2016.95, 2.13]","[214.29, 267.21, 4.217454854043794, 28.58, -2.82, 2022.66, 1.46]"
"[214.29, 267.21, 4.217454854043794, 28.58, -2.82, 2022.66, 1.46]","[216.84, 272.26, 4.309673138804028, 27.99, -2.63, 2028.2, 0.46]"
"[216.84, 272.26, 4.309673138804028, 27.99, -2.63, 2028.2, 0.46]","[218.91, 277.39, 4.394828551093168, 27.39, -2.83, 2033.65, -0.65]"
"[218.91, 277.39, 4.394828551093168, 27.39, -2.83, 2033.65, -0.65]","[220.43, 282.59, 4.51205413806157, 26.82, -2.3, 2039.06, -1.78]"
"[220.43, 282.59, 4.51205413806157, 26.82, -2.3, 2039.06, -1.78]","[221.53, 287.79, 4.51205413806157, 26.34, -2.49, 2044.49, -2.8]"
"[221.53, 287.79, 4.51205413806157, 26.34, -2.49, 2044.49, -2.8]","[222.47, 292.93, 4.51205413806157, 25.86, -2.49, 2049.99, -3.42]"
"[222.47, 292.93, 4.51205413806157, 25.86, -2.49, 2049.99, -3.42]","[223.33, 297.98, 4.570849507060263, 25.32, -3.35, 2055.5, -3.48]"
"[223.33, 297.98, 4.570849507060263, 25.32, -3.35, 2055.5, -3.48]","[223.76, 302.96, 4.71238898038469, 24.69, -2.76, 2060.93, -3.29]"
"[223.76, 302.96, 4.71238898038469, 24.69, -2.76, 2060.93, -3.29]","[223.6, 307.81, 4.853928453709116, 23.87, -3.1, 2066.21, -2.97]"
"[223.6, 307.81, 4.853928453709116, 23.87, -3.1, 2066.21, -2.97]","[222.76, 312.44, 5.029949409676211, 23.08, -3.52, 2071.29, -2.68]"
"[222.76, 312.44, 5.029949409676211, 23.08, -3.52, 2071.29, -2.68]","[221.29, 316.72, 5.185840137656756, 22.19, -2.51, 2076.14, -2.5]"
"[221.29, 316.72, 5.185840137656756, 22.19, -2.51, 2076.14, -2.5]","[219.25, 320.6, 5.33903319202543, 21.86, 3.3, 2080.82, -2.51]"
"[219.25, 320.6, 5.33903319202543, 21.86, 3.3, 2080.82, -2.51]","[216.66, 324.25, 5.388519489945351, 23.01, 6.61, 2085.56, -2.66]"
"[216.66, 324.25, 5.388519489945351, 23.01, 6.61, 2085.56, -2.66]","[213.71, 327.93, 5.388519489945351, 24.19, 5.47, 2090.55, -2.66]"
"[213.71, 327.93, 5.388519489945351, 24.19, 5.47, 2090.55, -2.66]","[210.59, 331.76, 5.419872192164033, 25.25, 4.46, 2095.73, -2.2]"
"[210.59, 331.76, 5.419872192164033, 25.25, 4.46, 2095.73, -2.2]","[207.11, 335.41, 5.562366546309496, 24.95, -3.22, 2100.94, -1.6]"
"[207.11, 335.41, 5.562366546309496, 24.95, -3.22, 2100.94, -1.6]","[203.31, 338.52, 5.736334356483642, 24.17, -1.33, 2105.97, -1.16]"
"[203.31, 338.52, 5.736334356483642, 24.17, -1.33, 2105.97, -1.16]","[199.21, 341.06, 5.882553714478214, 24.15, 2.77, 2110.89, -0.97]"
"[199.21, 341.06, 5.882553714478214, 24.15, 2.77, 2110.89, -0.97]","[194.77, 343.06, 6.020163104271117, 24.44, 3.7, 2115.84, -1.02]"
"[194.77, 343.06, 6.020163104271117, 24.44, 3.7, 2115.84, -1.02]","[190.05, 344.53, 6.14272389246973, 24.81, 3.73, 2120.86, -1.27]"
"[190.05, 344.53, 6.14272389246973, 24.81, 3.73, 2120.86, -1.27]","[185.1, 345.41, 6.233164450373816, 25.47, 5.12, 2125.96, -1.82]"
"[185.1, 345.41, 6.233164450373816, 25.47, 5.12, 2125.96, -1.82]","[179.9, 345.76, 6.263183973606195, 26.68, 6.18, 2131.22, -2.63]"
"[179.9, 345.76, 6.263183973606195, 26.68, 6.18, 2131.22, -2.63]","[174.48, 346.14, 6.14272389246973, 27.69, 5.36, 2136.81, -3.1]"
"[174.48, 346.14, 6.14272389246973, 27.69, 5.36, 2136.81, -3.1]","[168.9, 346.96, 6.092023160648527, 28.82, 6.2, 2142.81, -2.73]"
"[168.9, 346.96, 6.092023160648527, 28.82, 6.2, 2142.81, -2.73]","[163.13, 347.78, 6.213128014091536, 29.13, -2.5, 2148.73, -1.91]"
"[163.13, 347.78, 6.213128014091536, 29.13, -2.5, 2148.73, -1.91]","[157.39, 348.04, 0.07005729308805025, 28.28, -3.34, 2154.53, -1.27]"
"[157.39, 348.04, 0.07005729308805025, 28.28, -3.34, 2154.53, -1.27]","[151.83, 347.68, 0.2115749597580956, 27.33, -3.45, 2160.16, -0.87]"
"[151.83, 347.68, 0.2115749597580956, 27.33, -3.45, 2160.16, -0.87]","[146.51, 346.68, 0.3257294872946302, 27.01, 3.38, 2165.64, -0.74]"
"[146.51, 346.68, 0.3257294872946302, 27.01, 3.38, 2165.64, -0.74]","[141.27, 345.09, 0.38979629647426056, 27.69, 4.97, 2171.16, -0.81]"
