Previous State,New State
"[-217.32, -442.3, 5.575600870454231, 40.48, 4.05, 628.47, -4.68]","[-223.54, -436.99, 5.5886870415530305, 41.25, 3.78, 636.65, -4.68]"
"[-223.54, -436.99, 5.5886870415530305, 41.25, 3.78, 636.65, -4.68]","[-230.0, -431.75, 5.652126466401565, 41.92, 3.73, 644.96, -4.9]"
"[-230.0, -431.75, 5.652126466401565, 41.92, 3.73, 644.96, -4.9]","[-236.77, -426.69, 5.664456616507335, 42.67, 3.62, 653.4, -5.45]"
"[-236.77, -426.69, 5.664456616507335, 42.67, 3.62, 653.4, -5.45]","[-243.71, -421.59, 5.639684198386302, 43.39, 3.57, 661.98, -6.09]"
"[-243.71, -421.59, 5.639684198386302, 43.39, 3.57, 661.98, -6.09]","[-250.69, -416.34, 5.614442603977214, 44.02, 4.49, 670.71, -6.64]"
"[-250.69, -416.34, 5.614442603977214, 44.02, 4.49, 670.71, -6.64]","[-257.61, -410.91, 5.575600870454231, 43.49, -6.5, 679.5, -7.01]"
"[-257.61, -410.91, 5.575600870454231, 43.49, -6.5, 679.5, -7.01]","[-264.18, -405.5, 5.507787810568833, 41.53, -8.11, 688.0, -7.18]"
"[-264.18, -405.5, 5.507787810568833, 41.53, -8.11, 688.0, -7.18]","[-270.3, -400.11, 5.435123228198105, 39.66, -10.39, 696.16, -7.06]"
"[-270.3, -400.11, 5.435123228198105, 39.66, -10.39, 696.16, -7.06]","[-275.86, -394.68, 5.355890089177974, 37.79, -4.01, 703.91, -6.55]"
"[-275.86, -394.68, 5.355890089177974, 37.79, -4.01, 703.91, -6.55]","[-280.89, -389.1, 5.267200013364761, 36.75, -2.4, 711.33, -5.61]"
"[-280.89, -389.1, 5.267200013364761, 36.75, -2.4, 711.33, -5.61]","[-285.39, -383.32, 5.185840137656756, 35.82, -2.8, 718.36, -4.25]"
"[-285.39, -383.32, 5.185840137656756, 35.82, -2.8, 718.36, -4.25]","[-289.24, -377.32, 5.115104821965351, 34.85, -2.66, 725.17, -2.59]"
"[-289.24, -377.32, 5.115104821965351, 34.85, -2.66, 725.17, -2.59]","[-292.38, -371.15, 5.029949409676211, 33.96, -3.29, 731.73, -0.73]"
"[-292.38, -371.15, 5.029949409676211, 33.96, -3.29, 731.73, -0.73]","[-294.84, -364.84, 4.957954497899982, 33.76, 3.2, 738.34, 0.85]"
"[-294.84, -364.84, 4.957954497899982, 33.76, 3.2, 738.34, 0.85]","[-296.67, -358.27, 4.912723822707809, 34.45, 3.88, 745.31, 1.8]"
"[-296.67, -358.27, 4.912723822707809, 34.45, 3.88, 745.31, 1.8]","[-297.95, -351.43, 4.853928453709116, 35.05, 2.53, 752.84, 1.79]"
"[-297.95, -351.43, 4.853928453709116, 35.05, 2.53, 752.84, 1.79]","[-298.61, -344.47, 4.71238898038469, 34.62, -2.56, 759.92, 0.81]"
"[-298.61, -344.47, 4.71238898038469, 34.62, -2.56, 759.92, 0.81]","[-298.59, -337.56, 4.570849507060263, 34.56, 2.7, 766.79, -0.32]"
"[-298.59, -337.56, 4.570849507060263, 34.56, 2.7, 766.79, -0.32]","[-297.99, -330.62, 4.51205413806157, 34.89, 3.1, 773.61, -1.46]"
"[-297.99, -330.62, 4.51205413806157, 34.89, 3.1, 773.61, -1.46]","[-296.78, -323.68, 4.428594871176362, 35.34, 3.77, 780.59, -2.2]"
"[-296.78, -323.68, 4.428594871176362, 35.34, 3.77, 780.59, -2.2]","[-294.99, -316.76, 4.394828551093168, 36.18, 5.86, 787.74, -2.39]"
"[-294.99, -316.76, 4.394828551093168, 36.18, 5.86, 787.74, -2.39]","[-292.95, -309.71, 4.466823462869398, 37.13, 4.14, 795.08, -2.38]"
"[-292.95, -309.71, 4.466823462869398, 37.13, 4.14, 795.08, -2.38]","[-291.13, -302.42, 4.51205413806157, 38.02, 4.43, 802.57, -2.63]"
"[-291.13, -302.42, 4.51205413806157, 38.02, 4.43, 802.57, -2.63]","[-289.35, -294.94, 4.466823462869398, 38.86, 3.97, 810.23, -3.05]"
"[-289.35, -294.94, 4.466823462869398, 38.86, 3.97, 810.23, -3.05]","[-287.3, -287.36, 4.428594871176362, 39.68, 4.23, 818.04, -3.3]"
"[-287.3, -287.36, 4.428594871176362, 39.68, 4.23, 818.04, -3.3]","[-285.0, -279.67, 4.428594871176362, 40.5, 4.18, 826.05, -3.43]"
"[-285.0, -279.67, 4.428594871176362, 40.5, 4.18, 826.05, -3.43]","[-282.63, -271.85, 4.428594871176362, 41.28, 3.57, 834.22, -3.55]"
"[-282.63, -271.85, 4.428594871176362, 41.28, 3.57, 834.22, -3.55]","[-280.22, -263.87, 4.428594871176362, 42.04, 3.72, 842.56, -3.66]"
"[-280.22, -263.87, 4.428594871176362, 42.04, 3.72, 842.56, -3.66]","[-277.77, -255.75, 4.428594871176362, 42.77, 3.82, 851.04, -3.78]"
"[-277.77, -255.75, 4.428594871176362, 42.77, 3.82, 851.04, -3.78]","[-275.27, -247.5, 4.428594871176362, 43.48, 3.74, 859.66, -3.91]"
"[-275.27, -247.5, 4.428594871176362, 43.48, 3.74, 859.66, -3.91]","[-272.75, -239.1, 4.428594871176362, 44.17, 3.17, 868.43, -4.03]"
"[-272.75, -239.1, 4.428594871176362, 44.17, 3.17, 868.43, -4.03]","[-270.19, -230.58, 4.428594871176362, 44.84, 3.06, 877.31, -4.18]"
"[-270.19, -230.58, 4.428594871176362, 44.84, 3.06, 877.31, -4.18]","[-267.6, -221.93, 4.428594871176362, 45.48, 3.5, 886.31, -4.38]"
"[-267.6, -221.93, 4.428594871176362, 45.48, 3.5, 886.31, -4.38]","[-264.91, -213.17, 4.394828551093168, 46.03, 1.41, 895.41, -4.65]"
"[-264.91, -213.17, 4.394828551093168, 46.03, 1.41, 895.41, -4.65]","[-261.93, -204.58, 4.336005498066962, 44.22, -16.68, 904.49, -4.64]"
"[-261.93, -204.58, 4.336005498066962, 44.22, -16.68, 904.49, -4.64]","[-258.82, -196.68, 4.309673138804028, 40.63, -17.95, 912.97, -4.3]"
"[-258.82, -196.68, 4.309673138804028, 40.63, -17.95, 912.97, -4.3]","[-255.82, -189.54, 4.309673138804028, 36.86, -18.58, 920.7, -3.81]"
"[-255.82, -189.54, 4.309673138804028, 36.86, -18.58, 920.7, -3.81]","[-253.06, -183.11, 4.309673138804028, 33.17, -17.08, 927.68, -3.31]"
"[-253.06, -183.11, 4.309673138804028, 33.17, -17.08, 927.68, -3.31]","[-250.57, -177.35, 4.309673138804028, 29.56, -18.08, 933.91, -2.87]"
"[-250.57, -177.35, 4.309673138804028, 29.56, -18.08, 933.91, -2.87]","[-248.37, -172.26, 4.309673138804028, 25.89, -16.89, 939.4, -2.57]"
"[-248.37, -172.26, 4.309673138804028, 25.89, -16.89, 939.4, -2.57]","[-246.4, -167.71, 4.309673138804028, 24.21, -2.64, 944.3, -2.4]"
"[-246.4, -167.71, 4.309673138804028, 24.21, -2.64, 944.3, -2.4]","[-244.46, -163.33, 4.28487671543982, 23.67, -3.15, 948.98, -2.32]"
"[-244.46, -163.33, 4.28487671543982, 23.67, -3.15, 948.98, -2.32]","[-242.23, -159.24, 4.120700337958146, 22.96, -3.39, 953.48, -2.12]"
"[-242.23, -159.24, 4.120700337958146, 22.96, -3.39, 953.48, -2.12]","[-239.55, -155.63, 3.959914604221353, 22.1, -3.47, 957.77, -1.59]"
"[-239.55, -155.63, 3.959914604221353, 22.1, -3.47, 957.77, -1.59]","[-236.47, -152.58, 3.7850937623830774, 21.3, -2.34, 962.05, -0.86]"
"[-236.47, -152.58, 3.7850937623830774, 21.3, -2.34, 962.05, -0.86]","[-233.04, -150.07, 3.6651914291880923, 21.55, 5.45, 966.1, -0.1]"
"[-233.04, -150.07, 3.6651914291880923, 21.55, 5.45, 966.1, -0.1]","[-229.19, -147.93, 3.5860854305256122, 22.51, 3.81, 970.46, 0.54]"
"[-229.19, -147.93, 3.5860854305256122, 22.51, 3.81, 970.46, 0.54]","[-224.96, -146.19, 3.425386762798121, 23.3, 3.08, 975.15, 0.96]"
"[-224.96, -146.19, 3.425386762798121, 23.3, 3.08, 975.15, 0.96]","[-220.45, -144.99, 3.241760074751353, 23.04, -3.5, 980.02, 1.14]"
"[-220.45, -144.99, 3.241760074751353, 23.04, -3.5, 980.02, 1.14]","[-215.96, -144.51, 3.0514707085751978, 22.15, 0.61, 984.74, 1.15]"
"[-215.96, -144.51, 3.0514707085751978, 22.15, 0.61, 984.74, 1.15]","[-211.52, -144.7, 2.89922680255083, 22.18, 2.13, 989.37, 1.19]"
"[-211.52, -144.7, 2.89922680255083, 22.18, 2.13, 989.37, 1.19]","[-207.1, -145.48, 2.773324760153153, 22.42, 3.16, 994.02, 1.23]"
"[-207.1, -145.48, 2.773324760153153, 22.42, 3.16, 994.02, 1.23]","[-202.77, -146.87, 2.6748273145424966, 22.87, 3.79, 998.74, 1.33]"
"[-202.77, -146.87, 2.6748273145424966, 22.87, 3.79, 998.74, 1.33]","[-198.58, -148.87, 2.5592284157210496, 23.54, 4.9, 1003.57, 1.51]"
"[-198.58, -148.87, 2.5592284157210496, 23.54, 4.9, 1003.57, 1.51]","[-194.58, -151.5, 2.447094387963237, 24.33, 5.11, 1008.56, 1.73]"
"[-194.58, -151.5, 2.447094387963237, 24.33, 5.11, 1008.56, 1.73]","[-190.83, -154.72, 2.3232707029582333, 25.11, 4.86, 1013.73, 1.97]"
"[-190.83, -154.72, 2.3232707029582333, 25.11, 4.86, 1013.73, 1.97]","[-187.41, -158.48, 2.1801816348256917, 25.76, 3.51, 1019.09, 2.19]"
"[-187.41, -158.48, 2.1801816348256917, 25.76, 3.51, 1019.09, 2.19]","[-184.45, -162.76, 2.044247484066963, 26.31, 3.92, 1024.58, 2.37]"
"[-184.45, -162.76, 2.044247484066963, 26.31, 3.92, 1024.58, 2.37]","[-182.03, -167.5, 1.9189623480678575, 26.86, 3.77, 1030.18, 2.59]"
"[-182.03, -167.5, 1.9189623480678575, 26.86, 3.77, 1030.18, 2.59]","[-180.16, -172.59, 1.8163618443101885, 27.4, 3.89, 1035.92, 2.75]"
"[-180.16, -172.59, 1.8163618443101885, 27.4, 3.89, 1035.92, 2.75]","[-178.84, -177.98, 1.7123358001193236, 28.08, 5.56, 1041.8, 2.8]"
"[-178.84, -177.98, 1.7123358001193236, 28.08, 5.56, 1041.8, 2.8]","[-178.05, -183.64, 1.7123358001193236, 29.16, 5.31, 1048.11, 2.53]"
"[-178.05, -183.64, 1.7123358001193236, 29.16, 5.31, 1048.11, 2.53]","[-177.51, -189.57, 1.5707963267948966, 30.36, 4.56, 1054.2, 1.81]"
"[-177.51, -189.57, 1.5707963267948966, 30.36, 4.56, 1054.2, 1.81]","[-177.27, -195.73, 1.5707963267948966, 31.3, 5.12, 1060.38, 0.92]"
"[-177.27, -195.73, 1.5707963267948966, 31.3, 5.12, 1060.38, 0.92]","[-177.44, -202.08, 1.5707963267948966, 32.32, 4.33, 1066.72, 0.16]"
"[-177.44, -202.08, 1.5707963267948966, 32.32, 4.33, 1066.72, 0.16]","[-177.94, -208.61, 1.4292568534704695, 33.3, 5.12, 1073.24, -0.56]"
"[-177.94, -208.61, 1.4292568534704695, 33.3, 5.12, 1073.24, -0.56]","[-178.62, -215.33, 1.4292568534704695, 34.25, 4.86, 1079.95, -1.25]"
"[-178.62, -215.33, 1.4292568534704695, 34.25, 4.86, 1079.95, -1.25]","[-179.43, -222.21, 1.4292568534704695, 35.15, 4.54, 1086.84, -1.92]"
"[-179.43, -222.21, 1.4292568534704695, 35.15, 4.54, 1086.84, -1.92]","[-180.37, -229.25, 1.4292568534704695, 35.95, 3.65, 1093.91, -2.56]"
"[-180.37, -229.25, 1.4292568534704695, 35.95, 3.65, 1093.91, -2.56]","[-181.69, -236.39, 1.3252308092796046, 36.64, 4.44, 1101.17, -2.86]"
"[-181.69, -236.39, 1.3252308092796046, 36.64, 4.44, 1101.17, -2.86]","[-183.44, -243.58, 1.2870022175865685, 37.47, 4.25, 1108.58, -2.75]"
"[-183.44, -243.58, 1.2870022175865685, 37.47, 4.25, 1108.58, -2.75]","[-185.44, -250.85, 1.2870022175865685, 37.73, -1.59, 1116.11, -2.43]"
"[-185.44, -250.85, 1.2870022175865685, 37.73, -1.59, 1116.11, -2.43]","[-187.51, -258.17, 1.2870022175865685, 38.46, 3.93, 1123.69, -2.13]"
"[-187.51, -258.17, 1.2870022175865685, 38.46, 3.93, 1123.69, -2.13]","[-189.85, -265.57, 1.2226303055219356, 39.19, 3.76, 1131.43, -1.63]"
"[-189.85, -265.57, 1.2226303055219356, 39.19, 3.76, 1131.43, -1.63]","[-192.46, -273.04, 1.2226303055219356, 39.86, 0.72, 1139.31, -0.92]"
"[-192.46, -273.04, 1.2226303055219356, 39.86, 0.72, 1139.31, -0.92]","[-195.11, -280.48, 1.253235897503375, 38.75, -13.38, 1147.18, -0.18]"
"[-195.11, -280.48, 1.253235897503375, 38.75, -13.38, 1147.18, -0.18]","[-197.3, -287.56, 1.370461484471777, 35.35, -15.78, 1154.59, 0.23]"
"[-197.3, -287.56, 1.370461484471777, 35.35, -15.78, 1154.59, 0.23]","[-198.91, -294.11, 1.4292568534704695, 32.04, -16.98, 1161.34, 0.21]"
"[-198.91, -294.11, 1.4292568534704695, 32.04, -16.98, 1161.34, 0.21]","[-200.03, -300.07, 1.4292568534704695, 28.77, -16.67, 1167.41, -0.14]"
"[-200.03, -300.07, 1.4292568534704695, 28.77, -16.67, 1167.41, -0.14]","[-200.93, -305.42, 1.4292568534704695, 25.37, -17.61, 1172.81, -0.55]"
"[-200.93, -305.42, 1.4292568534704695, 25.37, -17.61, 1172.81, -0.55]","[-201.7, -310.08, 1.4292568534704695, 22.11, -11.18, 1177.54, -0.93]"
"[-201.7, -310.08, 1.4292568534704695, 22.11, -11.18, 1177.54, -0.93]","[-202.14, -314.35, 1.5707963267948966, 21.12, -2.49, 1181.8, -1.46]"
"[-202.14, -314.35, 1.5707963267948966, 21.12, -2.49, 1181.8, -1.46]","[-202.13, -318.56, 1.5707963267948966, 21.38, 6.35, 1186.0, -2.3]"
"[-202.13, -318.56, 1.5707963267948966, 21.38, 6.35, 1186.0, -2.3]","[-201.9, -322.95, 1.5707963267948966, 22.57, 6.1, 1190.51, -3.12]"
"[-201.9, -322.95, 1.5707963267948966, 22.57, 6.1, 1190.51, -3.12]","[-201.64, -327.57, 1.5707963267948966, 23.75, 5.74, 1195.41, -3.59]"
"[-201.64, -327.57, 1.5707963267948966, 23.75, 5.74, 1195.41, -3.59]","[-201.36, -332.43, 1.5707963267948966, 24.93, 5.67, 1200.66, -3.62]"
"[-201.36, -332.43, 1.5707963267948966, 24.93, 5.67, 1200.66, -3.62]","[-201.07, -337.43, 1.5707963267948966, 24.92, -2.42, 1206.06, -2.99]"
"[-201.07, -337.43, 1.5707963267948966, 24.92, -2.42, 1206.06, -2.99]","[-200.62, -342.33, 1.7123358001193236, 24.3, -3.2, 1211.23, -1.88]"
"[-200.62, -342.33, 1.7123358001193236, 24.3, -3.2, 1211.23, -1.88]","[-199.66, -347.04, 1.888356756086418, 23.95, -0.77, 1216.1, -0.65]"
"[-199.66, -347.04, 1.888356756086418, 23.95, -0.77, 1216.1, -0.65]","[-198.1, -351.5, 2.021823138591159, 23.13, -3.89, 1220.74, 0.48]"
"[-198.1, -351.5, 2.021823138591159, 23.13, -3.89, 1220.74, 0.48]","[-196.02, -355.52, 2.1801816348256917, 22.1, -4.14, 1225.05, 1.45]"
"[-196.02, -355.52, 2.1801816348256917, 22.1, -4.14, 1225.05, 1.45]","[-193.49, -359.02, 2.352094444243621, 21.03, -3.98, 1229.04, 2.24]"
"[-193.49, -359.02, 2.352094444243621, 21.03, -3.98, 1229.04, 2.24]","[-190.61, -361.96, 2.510533812811772, 19.98, -3.57, 1232.74, 2.8]"
"[-190.61, -361.96, 2.510533812811772, 19.98, -3.57, 1232.74, 2.8]","[-187.46, -364.29, 2.6748273145424966, 19.26, 1.22, 1236.65, 3.12]"
"[-187.46, -364.29, 2.6748273145424966, 19.26, 1.22, 1236.65, 3.12]","[-183.99, -366.08, 2.8263996211490685, 19.76, 4.55, 1240.16, 3.25]"
"[-183.99, -366.08, 2.8263996211490685, 19.76, 4.55, 1240.16, 3.25]","[-180.19, -367.37, 2.9707629844606886, 20.33, 3.96, 1243.84, 3.04]"
"[-180.19, -367.37, 2.9707629844606886, 20.33, 3.96, 1243.84, 3.04]","[-176.12, -368.12, 3.131592486915626, 20.91, 4.07, 1247.68, 2.52]"
"[-176.12, -368.12, 3.131592486915626, 20.91, 4.07, 1247.68, 2.52]","[-171.86, -368.29, 3.261882535984581, 21.53, 4.58, 1251.86, 1.73]"
"[-171.86, -368.29, 3.261882535984581, 21.53, 4.58, 1251.86, 1.73]","[-167.48, -367.9, 3.353167613347889, 22.4, 5.9, 1255.97, 0.79]"
"[-167.48, -367.9, 3.353167613347889, 22.4, 5.9, 1255.97, 0.79]","[-162.97, -366.99, 3.394272908731872, 23.73, 6.77, 1260.39, -0.24]"
"[-162.97, -366.99, 3.394272908731872, 23.73, 6.77, 1260.39, -0.24]","[-158.24, -365.77, 3.394272908731872, 25.0, 5.98, 1265.26, -1.07]"
"[-158.24, -365.77, 3.394272908731872, 25.0, 5.98, 1265.26, -1.07]","[-153.3, -364.46, 3.414985685057266, 26.01, -0.13, 1270.52, -1.35]"
"[-153.3, -364.46, 3.414985685057266, 26.01, -0.13, 1270.52, -1.35]","[-148.4, -362.84, 3.5422242462911653, 25.5, -2.7, 1275.84, -1.22]"
"[-148.4, -362.84, 3.5422242462911653, 25.5, -2.7, 1275.84, -1.22]","[-143.83, -360.74, 3.676777443865393, 24.8, -3.53, 1281.02, -0.96]"
"[-143.83, -360.74, 3.676777443865393, 24.8, -3.53, 1281.02, -0.96]","[-139.71, -358.12, 3.82314586515291, 24.03, -3.1, 1286.02, -0.69]"
"[-139.71, -358.12, 3.82314586515291, 24.03, -3.1, 1286.02, -0.69]","[-136.1, -355.06, 3.974663011931441, 23.33, -0.25, 1290.82, -0.48]"
"[-136.1, -355.06, 3.974663011931441, 23.33, -0.25, 1290.82, -0.48]","[-132.98, -351.56, 4.120700337958146, 23.58, 3.93, 1295.56, -0.38]"
"[-132.98, -351.56, 4.120700337958146, 23.58, 3.93, 1295.56, -0.38]","[-130.28, -347.61, 4.261362168588427, 24.12, 3.92, 1300.38, -0.33]"
"[-130.28, -347.61, 4.261362168588427, 24.12, 3.92, 1300.38, -0.33]","[-128.04, -343.26, 4.394828551093168, 24.72, 4.63, 1305.31, -0.37]"
"[-128.04, -343.26, 4.394828551093168, 24.72, 4.63, 1305.31, -0.37]","[-126.28, -338.54, 4.466823462869398, 25.64, 6.35, 1310.38, -0.59]"
"[-126.28, -338.54, 4.466823462869398, 25.64, 6.35, 1310.38, -0.59]","[-124.93, -333.46, 4.51205413806157, 26.97, 6.63, 1315.67, -0.96]"
"[-124.93, -333.46, 4.51205413806157, 26.97, 6.63, 1315.67, -0.96]","[-123.69, -328.08, 4.466823462869398, 28.22, 6.39, 1321.23, -1.24]"
"[-123.69, -328.08, 4.466823462869398, 28.22, 6.39, 1321.23, -1.24]","[-122.4, -322.46, 4.466823462869398, 29.44, 6.2, 1327.08, -1.22]"
"[-122.4, -322.46, 4.466823462869398, 29.44, 6.2, 1327.08, -1.22]","[-121.06, -316.6, 4.466823462869398, 30.64, 5.86, 1333.1, -1.01]"
"[-121.06, -316.6, 4.466823462869398, 30.64, 5.86, 1333.1, -1.01]","[-119.67, -310.52, 4.466823462869398, 31.78, 5.92, 1339.34, -0.72]"
"[-119.67, -310.52, 4.466823462869398, 31.78, 5.92, 1339.34, -0.72]","[-118.22, -304.21, 4.466823462869398, 32.88, 5.32, 1345.8, -0.45]"
"[-118.22, -304.21, 4.466823462869398, 32.88, 5.32, 1345.8, -0.45]","[-116.73, -297.7, 4.466823462869398, 33.93, 5.12, 1352.47, -0.23]"
"[-116.73, -297.7, 4.466823462869398, 33.93, 5.12, 1352.47, -0.23]","[-115.19, -290.99, 4.466823462869398, 34.93, 4.78, 1359.35, -0.07]"
"[-115.19, -290.99, 4.466823462869398, 34.93, 4.78, 1359.35, -0.07]","[-113.6, -284.09, 4.466823462869398, 35.89, 4.6, 1366.44, 0.07]"
"[-113.6, -284.09, 4.466823462869398, 35.89, 4.6, 1366.44, 0.07]","[-111.96, -277.0, 4.466823462869398, 36.81, 4.63, 1373.71, 0.21]"
"[-111.96, -277.0, 4.466823462869398, 36.81, 4.63, 1373.71, 0.21]","[-110.34, -269.73, 4.51205413806157, 37.67, 4.09, 1381.15, 0.32]"
"[-110.34, -269.73, 4.51205413806157, 37.67, 4.09, 1381.15, 0.32]","[-108.84, -262.34, 4.51205413806157, 37.98, 4.98, 1388.7, 0.28]"
"[-108.84, -262.34, 4.51205413806157, 37.98, 4.98, 1388.7, 0.28]","[-107.38, -254.79, 4.51205413806157, 38.85, 4.11, 1396.38, 0.16]"
"[-107.38, -254.79, 4.51205413806157, 38.85, 4.11, 1396.38, 0.16]","[-105.92, -247.08, 4.51205413806157, 39.66, 3.81, 1404.23, 0.02]"
"[-105.92, -247.08, 4.51205413806157, 39.66, 3.81, 1404.23, 0.02]","[-104.55, -239.19, 4.570849507060263, 40.46, 3.82, 1412.24, -0.25]"
"[-104.55, -239.19, 4.570849507060263, 40.46, 3.82, 1412.24, -0.25]","[-103.25, -231.12, 4.570849507060263, 41.23, 3.54, 1420.4, -0.6]"
"[-103.25, -231.12, 4.570849507060263, 41.23, 3.54, 1420.4, -0.6]","[-101.95, -222.9, 4.570849507060263, 41.98, 3.93, 1428.73, -0.9]"
"[-101.95, -222.9, 4.570849507060263, 41.98, 3.93, 1428.73, -0.9]","[-100.64, -214.54, 4.570849507060263, 42.69, 3.89, 1437.2, -1.13]"
"[-100.64, -214.54, 4.570849507060263, 42.69, 3.89, 1437.2, -1.13]","[-99.3, -206.03, 4.570849507060263, 43.39, 3.73, 1445.8, -1.35]"
"[-99.3, -206.03, 4.570849507060263, 43.39, 3.73, 1445.8, -1.35]","[-97.95, -197.39, 4.570849507060263, 44.06, 3.53, 1454.54, -1.59]"
"[-97.95, -197.39, 4.570849507060263, 44.06, 3.53, 1454.54, -1.59]","[-96.57, -188.62, 4.570849507060263, 44.7, 2.99, 1463.4, -1.86]"
"[-96.57, -188.62, 4.570849507060263, 44.7, 2.99, 1463.4, -1.86]","[-95.18, -179.73, 4.570849507060263, 45.33, 2.95, 1472.38, -2.21]"
"[-95.18, -179.73, 4.570849507060263, 45.33, 2.95, 1472.38, -2.21]","[-93.76, -170.71, 4.570849507060263, 45.93, 2.89, 1481.5, -2.59]"
"[-93.76, -170.71, 4.570849507060263, 45.93, 2.89, 1481.5, -2.59]","[-92.28, -161.6, 4.51205413806157, 46.17, -1.95, 1490.72, -2.95]"
"[-92.28, -161.6, 4.51205413806157, 46.17, -1.95, 1490.72, -2.95]","[-90.49, -152.53, 4.466823462869398, 46.37, 2.97, 1499.96, -2.99]"
"[-90.49, -152.53, 4.466823462869398, 46.37, 2.97, 1499.96, -2.99]","[-88.23, -143.48, 4.428594871176362, 46.92, 3.01, 1509.28, -2.58]"
"[-88.23, -143.48, 4.428594871176362, 46.92, 3.01, 1509.28, -2.58]","[-85.62, -134.41, 4.428594871176362, 47.48, 2.79, 1518.69, -1.83]"
"[-85.62, -134.41, 4.428594871176362, 47.48, 2.79, 1518.69, -1.83]","[-82.76, -125.29, 4.394828551093168, 48.01, 2.65, 1528.19, -0.87]"
"[-82.76, -125.29, 4.394828551093168, 48.01, 2.65, 1528.19, -0.87]","[-79.67, -116.15, 4.3642229591117285, 48.53, 2.55, 1537.78, 0.16]"
"[-79.67, -116.15, 4.3642229591117285, 48.53, 2.55, 1537.78, 0.16]","[-76.31, -106.99, 4.336005498066962, 49.01, 2.48, 1547.55, 1.04]"
"[-76.31, -106.99, 4.336005498066962, 49.01, 2.48, 1547.55, 1.04]","[-72.57, -97.88, 4.261362168588427, 49.43, 2.32, 1557.51, 1.64]"
"[-72.57, -97.88, 4.261362168588427, 49.43, 2.32, 1557.51, 1.64]","[-68.29, -88.93, 4.1967949741386, 49.75, 2.0, 1567.62, 1.83]"
"[-68.29, -88.93, 4.1967949741386, 49.75, 2.0, 1567.62, 1.83]","[-63.45, -80.2, 4.138875875961593, 50.04, 2.18, 1577.76, 1.55]"
"[-63.45, -80.2, 4.138875875961593, 50.04, 2.18, 1577.76, 1.55]","[-58.13, -71.67, 4.085744768743949, 50.38, 2.86, 1587.86, 0.9]"
"[-58.13, -71.67, 4.085744768743949, 50.38, 2.86, 1587.86, 0.9]","[-52.36, -63.35, 4.068887871591405, 50.85, 2.27, 1597.98, 0.3]"
"[-52.36, -63.35, 4.068887871591405, 50.85, 2.27, 1597.98, 0.3]","[-46.32, -55.11, 4.068887871591405, 51.31, 2.08, 1608.19, -0.2]"
"[-46.32, -55.11, 4.068887871591405, 51.31, 2.08, 1608.19, -0.2]","[-40.23, -46.8, 4.085744768743949, 51.74, 2.13, 1618.48, -0.7]"
"[-40.23, -46.8, 4.085744768743949, 51.74, 2.13, 1618.48, -0.7]","[-34.13, -38.39, 4.085744768743949, 52.16, 1.95, 1628.86, -1.26]"
"[-34.13, -38.39, 4.085744768743949, 52.16, 1.95, 1628.86, -1.26]","[-27.99, -29.91, 4.085744768743949, 52.56, 1.65, 1639.31, -1.85]"
"[-27.99, -29.91, 4.085744768743949, 52.56, 1.65, 1639.31, -1.85]","[-21.67, -21.47, 4.036258470824029, 52.79, -1.87, 1649.85, -2.27]"
"[-21.67, -21.47, 4.036258470824029, 52.79, -1.87, 1649.85, -2.27]","[-15.1, -13.22, 4.004905768605346, 52.8, 2.31, 1660.39, -2.38]"
"[-15.1, -13.22, 4.004905768605346, 52.8, 2.31, 1660.39, -2.38]","[-8.3, -5.09, 4.004905768605346, 53.21, 2.19, 1670.99, -2.21]"
"[-8.3, -5.09, 4.004905768605346, 53.21, 2.19, 1670.99, -2.21]","[-1.36, 3.03, 4.004905768605346, 53.61, 2.03, 1681.67, -1.93]"
"[-1.36, 3.03, 4.004905768605346, 53.61, 2.03, 1681.67, -1.93]","[5.64, 11.2, 4.004905768605346, 53.98, 1.85, 1692.43, -1.62]"
"[5.64, 11.2, 4.004905768605346, 53.98, 1.85, 1692.43, -1.62]","[12.69, 19.43, 4.004905768605346, 54.35, 1.67, 1703.26, -1.32]"
"[12.69, 19.43, 4.004905768605346, 54.35, 1.67, 1703.26, -1.32]","[19.78, 27.72, 4.004905768605346, 54.7, 2.02, 1714.16, -1.01]"
"[19.78, 27.72, 4.004905768605346, 54.7, 2.02, 1714.16, -1.01]","[26.9, 36.06, 4.004905768605346, 55.05, 1.58, 1725.13, -0.71]"
"[26.9, 36.06, 4.004905768605346, 55.05, 1.58, 1725.13, -0.71]","[34.06, 44.47, 4.004905768605346, 55.38, 1.42, 1736.17, -0.41]"
"[34.06, 44.47, 4.004905768605346, 55.38, 1.42, 1736.17, -0.41]","[41.26, 52.93, 4.004905768605346, 55.7, 1.32, 1747.27, -0.1]"
"[41.26, 52.93, 4.004905768605346, 55.7, 1.32, 1747.27, -0.1]","[48.45, 61.48, 4.020433805258373, 56.01, 1.56, 1758.44, 0.19]"
"[48.45, 61.48, 4.020433805258373, 56.01, 1.56, 1758.44, 0.19]","[55.63, 70.12, 4.020433805258373, 56.32, 1.18, 1769.67, 0.42]"
"[55.63, 70.12, 4.020433805258373, 56.32, 1.18, 1769.67, 0.42]","[62.82, 78.83, 4.020433805258373, 56.61, 1.18, 1780.96, 0.62]"
"[62.82, 78.83, 4.020433805258373, 56.61, 1.18, 1780.96, 0.62]","[70.05, 87.58, 4.020433805258373, 56.9, 1.1, 1792.31, 0.82]"
