[0, 0]
[1.068, 1]
[1.2510000000000001, 1]
[2.121, 1]
[2.3549999999999995, 3]
[2.7829999999999995, 3]
[3.8809999999999993, 3]
[4.047999999999999, 3]
[5.139999999999999, 3]
[5.283, 19]
[5.298, 26]
[5.623, 26]
[5.894, 26]
[6.167000000000001, 34]
[7.2170000000000005, 34]
[7.625, 37]
[8.08, 37]
[8.37, 37]
[8.863, 37]
[9.937, 37]
[10.837, 37]
[10.909, 474]
[11.902000000000001, 474]
[12.623000000000001, 474]
[12.906, 474]
[13.668000000000001, 474]
[14.284, 474]
[14.844000000000001, 474]
[15.342, 474]
[15.904, 474]
[16.442, 474]
[16.977, 474]
[17.504, 474]
[18.037000000000003, 474]
[18.568, 474]
[19.098000000000003, 474]
[19.627000000000002, 474]
[20.158, 474]
[20.688000000000002, 474]
[21.218000000000004, 474]
[21.748000000000005, 474]
[22.278000000000006, 474]
[22.808000000000007, 474]
[23.338000000000008, 474]
[23.86800000000001, 474]
[24.39800000000001, 474]
[24.92800000000001, 474]
[25.458000000000013, 474]
[25.988000000000014, 474]
[26.518000000000015, 474]
[27.048000000000016, 474]
[27.578000000000017, 474]
[28.10800000000002, 474]
[28.63800000000002, 474]
[29.16800000000002, 474]
[29.69800000000002, 474]
[30.228000000000023, 474]
[30.758000000000024, 474]
[31.288000000000025, 474]
[31.818000000000026, 474]
[32.34800000000003, 474]
[32.87800000000003, 474]
[33.40800000000003, 474]
[33.93800000000003, 474]
[34.46800000000003, 474]
[34.99800000000003, 474]
[35.528000000000034, 474]
[36.058000000000035, 474]
[36.58800000000004, 474]
[37.11800000000004, 474]
[37.64800000000004, 474]
[38.17800000000004, 474]
[38.70800000000004, 474]
[39.23800000000004, 474]
[39.76800000000004, 474]
[40.298000000000044, 474]
[40.828000000000046, 474]
[41.35800000000005, 474]
[41.88800000000005, 474]
[42.41800000000005, 474]
[42.94800000000005, 474]
[43.47800000000005, 474]
[44.00800000000005, 474]
[44.53800000000005, 474]
[45.068000000000055, 474]
[45.598000000000056, 474]
[46.12800000000006, 474]
[46.65800000000006, 474]
[47.18800000000006, 474]
[47.71800000000006, 474]
[48.24800000000006, 474]
[48.77800000000006, 474]
[49.308000000000064, 474]
[49.838000000000065, 474]
[50.368000000000066, 474]
[50.89800000000007, 474]
[51.42800000000007, 474]
[51.95800000000007, 474]
[52.48800000000007, 474]
[53.01800000000007, 474]
[53.54800000000007, 474]
[54.078000000000074, 474]
[54.608000000000075, 474]
[55.138000000000076, 474]
[55.66800000000008, 474]
[56.19800000000008, 474]
[56.72800000000008, 474]
[57.25800000000008, 474]
[57.78800000000008, 474]
[58.31800000000008, 474]
[58.848000000000084, 474]
[59.378000000000085, 474]
[59.90800000000009, 474]
[60.43800000000009, 474]
[60.96800000000009, 474]
[61.49800000000009, 474]
[62.02800000000009, 474]
[62.55800000000009, 474]
[63.08800000000009, 474]
[63.618000000000094, 474]
[64.1480000000001, 474]
[64.6780000000001, 474]
[65.2080000000001, 474]
[65.7380000000001, 474]
[66.2680000000001, 474]
[66.7980000000001, 474]
[67.3280000000001, 474]
[67.8580000000001, 474]
[68.3880000000001, 474]
[68.9180000000001, 474]
[69.4480000000001, 474]
[69.97800000000011, 474]
[70.50800000000011, 474]
[71.03800000000011, 474]
[71.56800000000011, 474]
[72.09800000000011, 474]
