Previous State,New State
"[4.466823462869398, 34.93, 1359.35, -0.07]","[4.466823462869398, 35.89, 1366.44, 0.07]"
"[4.466823462869398, 35.89, 1366.44, 0.07]","[4.466823462869398, 36.81, 1373.71, 0.21]"
"[4.466823462869398, 36.81, 1373.71, 0.21]","[4.51205413806157, 37.67, 1381.15, 0.32]"
"[4.51205413806157, 37.67, 1381.15, 0.32]","[4.51205413806157, 37.98, 1388.7, 0.28]"
"[4.51205413806157, 37.98, 1388.7, 0.28]","[4.51205413806157, 38.85, 1396.38, 0.16]"
"[4.51205413806157, 38.85, 1396.38, 0.16]","[4.51205413806157, 39.66, 1404.23, 0.02]"
"[4.51205413806157, 39.66, 1404.23, 0.02]","[4.570849507060263, 40.46, 1412.24, -0.25]"
"[4.570849507060263, 40.46, 1412.24, -0.25]","[4.570849507060263, 41.23, 1420.4, -0.6]"
"[4.570849507060263, 41.23, 1420.4, -0.6]","[4.570849507060263, 41.98, 1428.73, -0.9]"
"[4.570849507060263, 41.98, 1428.73, -0.9]","[4.570849507060263, 42.69, 1437.2, -1.13]"
"[4.570849507060263, 42.69, 1437.2, -1.13]","[4.570849507060263, 43.39, 1445.8, -1.35]"
"[4.570849507060263, 43.39, 1445.8, -1.35]","[4.570849507060263, 44.06, 1454.54, -1.59]"
"[4.570849507060263, 44.06, 1454.54, -1.59]","[4.570849507060263, 44.7, 1463.4, -1.86]"
"[4.570849507060263, 44.7, 1463.4, -1.86]","[4.570849507060263, 45.33, 1472.38, -2.21]"
"[4.570849507060263, 45.33, 1472.38, -2.21]","[4.570849507060263, 45.93, 1481.5, -2.59]"
"[4.570849507060263, 45.93, 1481.5, -2.59]","[4.51205413806157, 46.17, 1490.72, -2.95]"
"[4.51205413806157, 46.17, 1490.72, -2.95]","[4.466823462869398, 46.37, 1499.96, -2.99]"
"[4.466823462869398, 46.37, 1499.96, -2.99]","[4.428594871176362, 46.92, 1509.28, -2.58]"
"[4.428594871176362, 46.92, 1509.28, -2.58]","[4.428594871176362, 47.48, 1518.69, -1.83]"
"[4.428594871176362, 47.48, 1518.69, -1.83]","[4.394828551093168, 48.01, 1528.19, -0.87]"
"[4.394828551093168, 48.01, 1528.19, -0.87]","[4.3642229591117285, 48.53, 1537.78, 0.16]"
"[4.3642229591117285, 48.53, 1537.78, 0.16]","[4.336005498066962, 49.01, 1547.55, 1.04]"
"[4.336005498066962, 49.01, 1547.55, 1.04]","[4.261362168588427, 49.43, 1557.51, 1.64]"
"[4.261362168588427, 49.43, 1557.51, 1.64]","[4.1967949741386, 49.75, 1567.62, 1.83]"
"[4.1967949741386, 49.75, 1567.62, 1.83]","[4.138875875961593, 50.04, 1577.76, 1.55]"
"[4.138875875961593, 50.04, 1577.76, 1.55]","[4.085744768743949, 50.38, 1587.86, 0.9]"
"[4.085744768743949, 50.38, 1587.86, 0.9]","[4.068887871591405, 50.85, 1597.98, 0.3]"
"[4.068887871591405, 50.85, 1597.98, 0.3]","[4.068887871591405, 51.31, 1608.19, -0.2]"
"[4.068887871591405, 51.31, 1608.19, -0.2]","[4.085744768743949, 51.74, 1618.48, -0.7]"
"[4.085744768743949, 51.74, 1618.48, -0.7]","[4.085744768743949, 52.16, 1628.86, -1.26]"
"[4.085744768743949, 52.16, 1628.86, -1.26]","[4.085744768743949, 52.56, 1639.31, -1.85]"
"[4.085744768743949, 52.56, 1639.31, -1.85]","[4.036258470824029, 52.79, 1649.85, -2.27]"
"[4.036258470824029, 52.79, 1649.85, -2.27]","[4.004905768605346, 52.8, 1660.39, -2.38]"
"[4.004905768605346, 52.8, 1660.39, -2.38]","[4.004905768605346, 53.21, 1670.99, -2.21]"
"[4.004905768605346, 53.21, 1670.99, -2.21]","[4.004905768605346, 53.61, 1681.67, -1.93]"
"[4.004905768605346, 53.61, 1681.67, -1.93]","[4.004905768605346, 53.98, 1692.43, -1.62]"
"[4.004905768605346, 53.98, 1692.43, -1.62]","[4.004905768605346, 54.35, 1703.26, -1.32]"
"[4.004905768605346, 54.35, 1703.26, -1.32]","[4.004905768605346, 54.7, 1714.16, -1.01]"
"[4.004905768605346, 54.7, 1714.16, -1.01]","[4.004905768605346, 55.05, 1725.13, -0.71]"
"[4.004905768605346, 55.05, 1725.13, -0.71]","[4.004905768605346, 55.38, 1736.17, -0.41]"
"[4.004905768605346, 55.38, 1736.17, -0.41]","[4.004905768605346, 55.7, 1747.27, -0.1]"
"[4.004905768605346, 55.7, 1747.27, -0.1]","[4.020433805258373, 56.01, 1758.44, 0.19]"
"[4.020433805258373, 56.01, 1758.44, 0.19]","[4.020433805258373, 56.32, 1769.67, 0.42]"
"[4.020433805258373, 56.32, 1769.67, 0.42]","[4.020433805258373, 56.61, 1780.96, 0.62]"
"[4.020433805258373, 56.61, 1780.96, 0.62]","[4.020433805258373, 56.9, 1792.31, 0.82]"
"[4.020433805258373, 56.9, 1792.31, 0.82]","[4.020433805258373, 57.17, 1803.72, 1.01]"
"[4.020433805258373, 57.17, 1803.72, 1.01]","[4.020433805258373, 57.44, 1815.18, 1.2]"
"[4.020433805258373, 57.44, 1815.18, 1.2]","[4.020433805258373, 57.71, 1826.7, 1.4]"
"[4.020433805258373, 57.71, 1826.7, 1.4]","[4.020433805258373, 57.97, 1838.26, 1.6]"
"[4.020433805258373, 57.97, 1838.26, 1.6]","[4.020433805258373, 58.22, 1849.88, 1.8]"
"[4.020433805258373, 58.22, 1849.88, 1.8]","[4.020433805258373, 58.46, 1861.54, 1.99]"
"[4.020433805258373, 58.46, 1861.54, 1.99]","[4.020433805258373, 58.69, 1873.26, 2.19]"
"[4.020433805258373, 58.69, 1873.26, 2.19]","[4.020433805258373, 58.92, 1885.02, 2.38]"
"[4.020433805258373, 58.92, 1885.02, 2.38]","[4.020433805258373, 59.14, 1896.82, 2.58]"
"[4.020433805258373, 59.14, 1896.82, 2.58]","[4.020433805258373, 59.36, 1908.67, 2.77]"
"[4.020433805258373, 59.36, 1908.67, 2.77]","[4.020433805258373, 59.57, 1920.56, 2.96]"
"[4.020433805258373, 59.57, 1920.56, 2.96]","[4.020433805258373, 59.77, 1932.5, 3.14]"
"[4.020433805258373, 59.77, 1932.5, 3.14]","[4.036258470824029, 59.96, 1944.47, 3.28]"
"[4.036258470824029, 59.96, 1944.47, 3.28]","[4.052401650997192, 58.94, 1956.42, 3.28]"
"[4.052401650997192, 58.94, 1956.42, 3.28]","[4.068887871591405, 55.11, 1967.83, 3.12]"
"[4.068887871591405, 55.11, 1967.83, 3.12]","[4.085744768743949, 51.62, 1978.51, 2.86]"
"[4.085744768743949, 51.62, 1978.51, 2.86]","[4.085744768743949, 48.17, 1988.49, 2.52]"
"[4.085744768743949, 48.17, 1988.49, 2.52]","[4.1030036723538945, 44.33, 1997.71, 2.07]"
"[4.1030036723538945, 44.33, 1997.71, 2.07]","[4.085744768743949, 40.66, 2006.2, 1.61]"
"[4.085744768743949, 40.66, 2006.2, 1.61]","[4.085744768743949, 37.21, 2013.97, 1.18]"
"[4.085744768743949, 37.21, 2013.97, 1.18]","[4.085744768743949, 33.54, 2021.03, 0.82]"
"[4.085744768743949, 33.54, 2021.03, 0.82]","[4.1030036723538945, 29.96, 2027.33, 0.57]"
"[4.1030036723538945, 29.96, 2027.33, 0.57]","[4.176862326070302, 26.73, 2032.96, 0.51]"
"[4.176862326070302, 26.73, 2032.96, 0.51]","[4.28487671543982, 24.29, 2037.98, 0.51]"
"[4.28487671543982, 24.29, 2037.98, 0.51]","[4.428594871176362, 23.41, 2042.71, 0.33]"
"[4.428594871176362, 23.41, 2042.71, 0.33]","[4.570849507060263, 22.7, 2047.3, -0.12]"
"[4.570849507060263, 22.7, 2047.3, -0.12]","[4.71238898038469, 22.35, 2051.74, -0.78]"
"[4.71238898038469, 22.35, 2051.74, -0.78]","[4.71238898038469, 23.57, 2056.36, -1.48]"
"[4.71238898038469, 23.57, 2056.36, -1.48]","[4.71238898038469, 24.74, 2061.37, -1.82]"
"[4.71238898038469, 24.74, 2061.37, -1.82]","[4.912723822707809, 24.49, 2066.56, -1.79]"
"[4.912723822707809, 24.49, 2066.56, -1.79]","[5.060555001657651, 23.86, 2071.62, -1.69]"
"[5.060555001657651, 23.86, 2071.62, -1.69]","[5.139901245329559, 24.69, 2076.65, -1.57]"
"[5.139901245329559, 24.69, 2076.65, -1.57]","[5.185840137656756, 25.41, 2081.86, -1.25]"
"[5.185840137656756, 25.41, 2081.86, -1.25]","[5.355890089177974, 24.59, 2086.98, -0.89]"
"[5.355890089177974, 24.59, 2086.98, -0.89]","[5.535422672519665, 23.68, 2091.89, -0.71]"
"[5.535422672519665, 23.68, 2091.89, -0.71]","[5.712748197779664, 23.34, 2096.67, -0.69]"
"[5.712748197779664, 23.34, 2096.67, -0.69]","[5.8497399871097, 23.49, 2101.45, -0.91]"
"[5.8497399871097, 23.49, 2101.45, -0.91]","[5.946881732025606, 23.92, 2106.27, -1.34]"
"[5.946881732025606, 23.92, 2106.27, -1.34]","[6.009792275712113, 24.82, 2111.22, -1.99]"
"[6.009792275712113, 24.82, 2111.22, -1.99]","[6.020163104271117, 26.12, 2116.43, -2.73]"
"[6.020163104271117, 26.12, 2116.43, -2.73]","[6.020163104271117, 27.29, 2121.97, -3.17]"
"[6.020163104271117, 27.29, 2121.97, -3.17]","[6.020163104271117, 28.34, 2127.94, -3.18]"
"[6.020163104271117, 28.34, 2127.94, -3.18]","[6.122494654227675, 27.86, 2133.76, -3.01]"
"[6.122494654227675, 27.86, 2133.76, -3.01]","[6.233164450373816, 27.17, 2139.45, -2.93]"
"[6.233164450373816, 27.17, 2139.45, -2.93]","[6.253180805356109, 27.63, 2145.08, -2.9]"
"[6.253180805356109, 27.63, 2145.08, -2.9]","[6.283185307179586, 28.65, 2150.89, -2.62]"
"[6.283185307179586, 28.65, 2150.89, -2.62]","[0.1303689797031455, 28.12, 2156.73, -2.35]"
"[0.1303689797031455, 28.12, 2156.73, -2.35]","[0.27339303146747324, 27.84, 2162.61, -2.24]"
"[0.27339303146747324, 27.84, 2162.61, -2.24]","[0.34691689752716176, 28.64, 2168.4, -2.27]"
"[0.34691689752716176, 28.64, 2168.4, -2.27]","[0.35757110364551026, 29.85, 2174.39, -2.34]"
"[0.35757110364551026, 29.85, 2174.39, -2.34]","[0.41151684606748806, 30.87, 2180.61, -2.18]"
"[0.41151684606748806, 30.87, 2180.61, -2.18]","[0.5120897529341477, 31.68, 2186.99, -2.0]"
"[0.5120897529341477, 31.68, 2186.99, -2.0]","[0.6187286906722511, 32.26, 2193.63, -1.77]"
"[0.6187286906722511, 32.26, 2193.63, -1.77]","[0.7075844367253556, 32.98, 2200.26, -1.62]"
"[0.7075844367253556, 32.98, 2200.26, -1.62]","[0.7614890527476331, 33.92, 2207.13, -1.53]"
"[0.7614890527476331, 33.92, 2207.13, -1.53]","[0.80380231893303, 34.84, 2214.07, -1.29]"
"[0.80380231893303, 34.84, 2214.07, -1.29]","[0.848062078981481, 35.73, 2221.16, -0.96]"
"[0.848062078981481, 35.73, 2221.16, -0.96]","[0.8788411516685797, 36.64, 2228.42, -0.67]"
"[0.8788411516685797, 36.64, 2228.42, -0.67]","[0.8633131150155536, 37.52, 2235.83, -0.46]"
"[0.8633131150155536, 37.52, 2235.83, -0.46]","[0.8633131150155536, 37.74, 2243.38, -0.3]"
"[0.8633131150155536, 37.74, 2243.38, -0.3]","[0.8633131150155536, 38.67, 2251.02, -0.18]"
"[0.8633131150155536, 38.67, 2251.02, -0.18]","[0.8633131150155536, 39.5, 2258.84, -0.05]"
"[0.8633131150155536, 39.5, 2258.84, -0.05]","[0.8633131150155536, 40.3, 2266.82, 0.14]"
"[0.8633131150155536, 40.3, 2266.82, 0.14]","[0.8788411516685797, 41.08, 2274.95, 0.34]"
"[0.8788411516685797, 41.08, 2274.95, 0.34]","[0.8946658172342352, 41.83, 2283.24, 0.44]"
"[0.8946658172342352, 41.83, 2283.24, 0.44]","[0.8946658172342352, 42.57, 2291.68, 0.47]"
"[0.8946658172342352, 42.57, 2291.68, 0.47]","[0.8946658172342352, 43.29, 2300.26, 0.51]"
"[0.8946658172342352, 43.29, 2300.26, 0.51]","[0.9441521151541561, 43.98, 2308.99, 0.44]"
"[0.9441521151541561, 43.98, 2308.99, 0.44]","[0.9441521151541561, 44.67, 2317.85, 0.17]"
"[0.9441521151541561, 44.67, 2317.85, 0.17]","[0.9441521151541561, 45.34, 2326.85, -0.19]"
"[0.9441521151541561, 45.34, 2326.85, -0.19]","[0.9441521151541561, 45.97, 2335.97, -0.56]"
"[0.9441521151541561, 45.97, 2335.97, -0.56]","[0.9441521151541561, 46.16, 2345.2, -0.94]"
"[0.9441521151541561, 46.16, 2345.2, -0.94]","[0.9441521151541561, 46.67, 2354.47, -1.32]"
"[0.9441521151541561, 46.67, 2354.47, -1.32]","[0.9441521151541561, 47.28, 2363.85, -1.71]"
"[0.9441521151541561, 47.28, 2363.85, -1.71]","[0.9272952180016123, 47.86, 2373.36, -2.04]"
"[0.9272952180016123, 47.86, 2373.36, -2.04]","[0.9108089974073983, 48.43, 2382.99, -2.25]"
"[0.9108089974073983, 48.43, 2382.99, -2.25]","[0.9108089974073983, 48.99, 2392.73, -2.39]"
"[0.9108089974073983, 48.99, 2392.73, -2.39]","[0.9108089974073983, 49.52, 2402.58, -2.54]"
"[0.9108089974073983, 49.52, 2402.58, -2.54]","[0.9108089974073983, 50.04, 2412.54, -2.71]"
"[0.9108089974073983, 50.04, 2412.54, -2.71]","[0.9108089974073983, 50.54, 2422.59, -2.89]"
"[0.9108089974073983, 50.54, 2422.59, -2.89]","[0.9108089974073983, 51.01, 2432.74, -3.08]"
"[0.9108089974073983, 51.01, 2432.74, -3.08]","[0.9108089974073983, 51.5, 2442.99, -3.27]"
"[0.9108089974073983, 51.5, 2442.99, -3.27]","[0.9108089974073983, 51.97, 2453.34, -3.46]"
"[0.9108089974073983, 51.97, 2453.34, -3.46]","[0.9108089974073983, 52.41, 2463.77, -3.64]"
"[0.9108089974073983, 52.41, 2463.77, -3.64]","[0.9108089974073983, 52.33, 2474.28, -3.83]"
"[0.9108089974073983, 52.33, 2474.28, -3.83]","[0.9108089974073983, 49.09, 2484.43, -4.02]"
"[0.9108089974073983, 49.09, 2484.43, -4.02]","[0.9108089974073983, 45.15, 2493.87, -4.18]"
"[0.9108089974073983, 45.15, 2493.87, -4.18]","[0.9108089974073983, 41.53, 2502.54, -4.29]"
"[0.9108089974073983, 41.53, 2502.54, -4.29]","[0.8946658172342352, 37.78, 2510.47, -4.33]"
"[0.8946658172342352, 37.78, 2510.47, -4.33]","[0.7894982093461719, 34.8, 2517.72, -4.08]"
"[0.7894982093461719, 34.8, 2517.72, -4.08]","[0.694498265626556, 32.33, 2524.34, -3.41]"
"[0.694498265626556, 32.33, 2524.34, -3.41]","[0.5943858000010622, 30.84, 2530.44, -2.44]"
"[0.5943858000010622, 30.84, 2530.44, -2.44]","[0.5120897529341477, 30.33, 2536.32, -1.27]"
"[0.5120897529341477, 30.33, 2536.32, -1.27]","[0.4555986733958234, 30.9, 2542.21, -0.1]"
"[0.4555986733958234, 30.9, 2542.21, -0.1]","[0.34691689752716176, 31.6, 2548.46, 0.81]"
"[0.34691689752716176, 31.6, 2548.46, 0.81]","[0.2115749597580956, 31.52, 2554.9, 1.51]"
"[0.2115749597580956, 31.52, 2554.9, 1.51]","[0.1001674211615598, 30.78, 2561.31, 2.03]"
"[0.1001674211615598, 30.78, 2561.31, 2.03]","[0.010000166674167114, 30.17, 2567.91, 2.18]"
"[0.010000166674167114, 30.17, 2567.91, 2.18]","[6.223149248734308, 29.62, 2574.13, 1.99]"
"[6.223149248734308, 29.62, 2574.13, 1.99]","[6.112355638050482, 29.06, 2580.19, 1.64]"
"[6.112355638050482, 29.06, 2580.19, 1.64]","[5.978492653164189, 28.46, 2586.1, 1.16]"
"[5.978492653164189, 28.46, 2586.1, 1.16]","[5.8275866337837625, 27.54, 2591.81, 0.62]"
"[5.8275866337837625, 27.54, 2591.81, 0.62]","[5.700821069310843, 27.5, 2597.34, 0.05]"
"[5.700821069310843, 27.5, 2597.34, 0.05]","[5.562366546309496, 27.94, 2602.85, -0.39]"
"[5.562366546309496, 27.94, 2602.85, -0.39]","[5.450114948837938, 28.34, 2608.42, -0.75]"
"[5.450114948837938, 28.34, 2608.42, -0.75]","[5.33903319202543, 28.8, 2614.04, -1.12]"
"[5.33903319202543, 28.8, 2614.04, -1.12]","[5.247915634699077, 29.43, 2619.74, -1.47]"
"[5.247915634699077, 29.43, 2619.74, -1.47]","[5.1634157921809525, 30.23, 2625.58, -1.77]"
"[5.1634157921809525, 30.23, 2625.58, -1.77]","[5.088772462702417, 31.21, 2631.61, -2.0]"
"[5.088772462702417, 31.21, 2631.61, -2.0]","[5.029949409676211, 32.27, 2637.74, -2.21]"
"[5.029949409676211, 32.27, 2637.74, -2.21]","[4.957954497899982, 33.24, 2644.19, -2.28]"
"[4.957954497899982, 33.24, 2644.19, -2.28]","[4.912723822707809, 34.29, 2650.84, -2.36]"
"[4.912723822707809, 34.29, 2650.84, -2.36]","[4.912723822707809, 35.28, 2657.67, -2.58]"
"[4.912723822707809, 35.28, 2657.67, -2.58]","[4.912723822707809, 36.17, 2664.73, -3.01]"
"[4.912723822707809, 36.17, 2664.73, -3.01]","[4.853928453709116, 36.96, 2671.99, -3.38]"
"[4.853928453709116, 36.96, 2671.99, -3.38]","[4.71238898038469, 37.27, 2679.38, -3.48]"
"[4.71238898038469, 37.27, 2679.38, -3.48]","[4.71238898038469, 38.2, 2686.93, -3.33]"
"[4.71238898038469, 38.2, 2686.93, -3.33]","[4.71238898038469, 39.07, 2694.67, -3.1]"
"[4.71238898038469, 39.07, 2694.67, -3.1]","[4.71238898038469, 39.9, 2702.56, -2.86]"
"[4.71238898038469, 39.9, 2702.56, -2.86]","[4.71238898038469, 40.69, 2710.62, -2.62]"
"[4.71238898038469, 40.69, 2710.62, -2.62]","[4.853928453709116, 41.42, 2718.83, -2.42]"
"[4.853928453709116, 41.42, 2718.83, -2.42]","[4.912723822707809, 42.09, 2727.18, -2.49]"
"[4.912723822707809, 42.09, 2727.18, -2.49]","[4.912723822707809, 42.82, 2735.67, -2.91]"
"[4.912723822707809, 42.82, 2735.67, -2.91]","[4.853928453709116, 43.48, 2744.29, -3.42]"
"[4.853928453709116, 43.48, 2744.29, -3.42]","[4.853928453709116, 44.12, 2753.04, -3.72]"
"[4.853928453709116, 44.12, 2753.04, -3.72]","[4.853928453709116, 44.75, 2761.93, -3.84]"
"[4.853928453709116, 44.75, 2761.93, -3.84]","[4.71238898038469, 45.34, 2770.93, -3.81]"
"[4.71238898038469, 45.34, 2770.93, -3.81]","[4.71238898038469, 45.93, 2780.05, -3.66]"
"[4.71238898038469, 45.93, 2780.05, -3.66]","[4.71238898038469, 46.2, 2789.26, -3.49]"
"[4.71238898038469, 46.2, 2789.26, -3.49]","[4.71238898038469, 46.5, 2798.51, -3.35]"
"[4.71238898038469, 46.5, 2798.51, -3.35]","[4.853928453709116, 47.03, 2807.87, -3.2]"
"[4.853928453709116, 47.03, 2807.87, -3.2]","[4.853928453709116, 47.18, 2817.32, -3.06]"
"[4.853928453709116, 47.18, 2817.32, -3.06]","[4.853928453709116, 43.91, 2826.48, -2.93]"
"[4.853928453709116, 43.91, 2826.48, -2.93]","[4.853928453709116, 39.9, 2834.86, -2.82]"
"[4.853928453709116, 39.9, 2834.86, -2.82]","[4.853928453709116, 35.99, 2842.43, -2.72]"
"[4.853928453709116, 35.99, 2842.43, -2.72]","[4.853928453709116, 32.18, 2849.2, -2.69]"
"[4.853928453709116, 32.18, 2849.2, -2.69]","[4.71238898038469, 28.86, 2855.22, -2.67]"
"[4.71238898038469, 28.86, 2855.22, -2.67]","[4.570849507060263, 27.16, 2860.7, -2.41]"
"[4.570849507060263, 27.16, 2860.7, -2.41]","[4.51205413806157, 27.42, 2865.99, -1.85]"
"[4.51205413806157, 27.42, 2865.99, -1.85]","[4.51205413806157, 28.55, 2871.46, -1.2]"
"[4.51205413806157, 28.55, 2871.46, -1.2]","[4.428594871176362, 29.41, 2877.11, -0.63]"
"[4.428594871176362, 29.41, 2877.11, -0.63]","[4.309673138804028, 29.05, 2882.94, -0.17]"
"[4.309673138804028, 29.05, 2882.94, -0.17]","[4.261362168588427, 29.03, 2888.7, 0.18]"
"[4.261362168588427, 29.03, 2888.7, 0.18]","[4.261362168588427, 30.12, 2894.64, 0.29]"
"[4.261362168588427, 30.12, 2894.64, 0.29]","[4.157577947404619, 30.9, 2900.77, 0.18]"
"[4.157577947404619, 30.9, 2900.77, 0.18]","[4.020433805258373, 31.35, 2907.01, 0.01]"
"[4.020433805258373, 31.35, 2907.01, 0.01]","[3.916990150200546, 31.62, 2913.31, -0.19]"
"[3.916990150200546, 31.62, 2913.31, -0.19]","[3.8491770903151488, 32.12, 2919.68, -0.21]"
"[3.8491770903151488, 32.12, 2919.68, -0.21]","[3.810335356792165, 33.03, 2926.19, -0.11]"
"[3.810335356792165, 33.03, 2926.19, -0.11]","[3.7976532445147155, 34.08, 2932.89, -0.17]"
"[3.7976532445147155, 34.08, 2932.89, -0.17]","[3.7976532445147155, 35.01, 2939.77, -0.58]"
"[3.7976532445147155, 35.01, 2939.77, -0.58]","[3.700193218932594, 35.72, 2946.79, -1.17]"
"[3.700193218932594, 35.72, 2946.79, -1.17]","[3.6083579926370897, 36.17, 2953.86, -1.73]"
"[3.6083579926370897, 36.17, 2953.86, -1.73]","[3.5860854305256122, 36.99, 2961.13, -2.06]"
"[3.5860854305256122, 36.99, 2961.13, -2.06]","[3.5860854305256122, 37.85, 2968.57, -2.33]"
"[3.5860854305256122, 37.85, 2968.57, -2.33]","[3.553109499657281, 38.07, 2976.14, -2.52]"
"[3.553109499657281, 38.07, 2976.14, -2.52]","[3.5098605470264332, 38.84, 2983.84, -2.41]"
"[3.5098605470264332, 38.84, 2983.84, -2.41]","[3.5098605470264332, 39.61, 2991.67, -2.08]"
"[3.5098605470264332, 39.61, 2991.67, -2.08]","[3.488509551116955, 40.36, 2999.61, -1.8]"
"[3.488509551116955, 40.36, 2999.61, -1.8]","[3.394272908731872, 40.9, 3007.7, -1.4]"
"[3.394272908731872, 40.9, 3007.7, -1.4]","[3.353167613347889, 41.55, 3015.9, -0.65]"
"[3.353167613347889, 41.55, 3015.9, -0.65]","[3.3225791048363407, 42.27, 3024.23, 0.35]"
"[3.3225791048363407, 42.27, 3024.23, 0.35]","[3.25181570357754, 42.85, 3032.67, 1.56]"
"[3.25181570357754, 42.85, 3032.67, 1.56]","[3.221678233623452, 43.52, 3041.17, 3.15]"
"[3.221678233623452, 43.52, 3041.17, 3.15]","[3.221678233623452, 44.21, 3050.0, 4.78]"
"[3.221678233623452, 44.21, 3050.0, 4.78]","[3.221678233623452, 44.87, 3059.34, 5.87]"
"[3.221678233623452, 44.87, 3059.34, 5.87]","[6.283185307179586, 45.36, 3068.96, 6.33]"
"[6.283185307179586, 45.36, 3068.96, 6.33]","[3.0615070735561343, 45.17, 3078.61, 6.47]"
"[3.0615070735561343, 45.17, 3078.61, 6.47]","[2.991024380813107, 45.41, 3088.17, 6.44]"
"[2.991024380813107, 45.41, 3088.17, 6.44]","[2.9402347327994622, 45.73, 3097.7, 6.38]"
"[2.9402347327994622, 45.73, 3097.7, 6.38]","[2.9095149707270798, 46.31, 3107.23, 6.29]"
"[2.9095149707270798, 46.31, 3107.23, 6.29]","[2.89922680255083, 46.93, 3116.67, 6.22]"
"[2.89922680255083, 46.93, 3116.67, 6.22]","[2.9300176938316973, 45.81, 3126.12, 6.02]"
"[2.9300176938316973, 45.81, 3126.12, 6.02]","[2.991024380813107, 42.47, 3134.95, 5.64]"
"[2.991024380813107, 42.47, 3134.95, 5.64]","[3.021302771195005, 39.12, 3143.12, 4.99]"
"[3.021302771195005, 39.12, 3143.12, 4.99]","[3.0313696036020463, 35.45, 3150.53, 4.03]"
"[3.0313696036020463, 35.45, 3150.53, 4.03]","[3.0414252324282334, 31.88, 3157.18, 3.02]"
"[3.0414252324282334, 31.88, 3157.18, 3.02]","[3.1015819792358044, 28.8, 3163.11, 1.96]"
"[3.1015819792358044, 28.8, 3163.11, 1.96]","[3.211649946677843, 27.57, 3168.53, 0.72]"
"[3.211649946677843, 27.57, 3168.53, 0.72]","[3.342950574380124, 26.79, 3173.83, -0.55]"
"[3.342950574380124, 26.79, 3173.83, -0.55]","[3.4673221408844235, 26.04, 3179.11, -1.83]"
"[3.4673221408844235, 26.04, 3179.11, -1.83]","[3.553109499657281, 25.81, 3184.42, -2.99]"
"[3.553109499657281, 25.81, 3184.42, -2.99]","[3.564046715776549, 27.05, 3190.0, -4.02]"
"[3.564046715776549, 27.05, 3190.0, -4.02]","[3.676777443865393, 26.94, 3195.92, -4.66]"
"[3.676777443865393, 26.94, 3195.92, -4.66]","[3.82314586515291, 26.31, 3202.56, -5.02]"
"[3.82314586515291, 26.31, 3202.56, -5.02]","[3.974663011931441, 26.77, 3208.57, -5.01]"
"[3.974663011931441, 26.77, 3208.57, -5.01]","[4.052401650997192, 27.59, 3214.64, -4.74]"
"[4.052401650997192, 27.59, 3214.64, -4.74]","[4.120700337958146, 28.47, 3220.73, -4.14]"
"[4.120700337958146, 28.47, 3220.73, -4.14]","[4.1967949741386, 29.44, 3226.81, -3.29]"
"[4.1967949741386, 29.44, 3226.81, -3.29]","[4.217454854043794, 30.72, 3233.05, -2.28]"
"[4.217454854043794, 30.72, 3233.05, -2.28]","[4.1967949741386, 31.86, 3239.24, -1.11]"
"[4.1967949741386, 31.86, 3239.24, -1.11]","[4.238937823112623, 32.89, 3245.61, 0.09]"
"[4.238937823112623, 32.89, 3245.61, 0.09]","[4.309673138804028, 33.86, 3252.24, 0.92]"
"[4.309673138804028, 33.86, 3252.24, 0.92]","[4.309673138804028, 34.89, 3259.12, 1.38]"
"[4.309673138804028, 34.89, 3259.12, 1.38]","[4.28487671543982, 35.8, 3266.2, 1.71]"
"[4.28487671543982, 35.8, 3266.2, 1.71]","[4.238937823112623, 36.63, 3273.51, 2.11]"
"[4.238937823112623, 36.63, 3273.51, 2.11]","[4.1967949741386, 37.47, 3280.99, 2.57]"
"[4.1967949741386, 37.47, 3280.99, 2.57]","[4.1030036723538945, 37.59, 3288.7, 3.02]"
"[4.1030036723538945, 37.59, 3288.7, 3.02]","[4.020433805258373, 38.2, 3296.42, 3.49]"
"[4.020433805258373, 38.2, 3296.42, 3.49]","[3.959914604221353, 38.84, 3304.5, 3.88]"
"[3.959914604221353, 38.84, 3304.5, 3.88]","[3.903081706337426, 39.55, 3312.71, 4.25]"
"[3.903081706337426, 39.55, 3312.71, 4.25]","[3.82314586515291, 39.94, 3320.87, 4.55]"
"[3.82314586515291, 39.94, 3320.87, 4.55]","[3.760321344262044, 39.31, 3329.25, 4.81]"
"[3.760321344262044, 39.31, 3329.25, 4.81]","[3.6651914291880923, 39.45, 3337.63, 4.97]"
"[3.6651914291880923, 39.45, 3337.63, 4.97]","[3.5860854305256122, 39.89, 3345.8, 5.06]"
"[3.5860854305256122, 39.89, 3345.8, 5.06]","[3.553109499657281, 40.63, 3354.35, 5.12]"
"[3.553109499657281, 40.63, 3354.35, 5.12]","[3.499163757235303, 41.24, 3363.04, 4.97]"
"[3.499163757235303, 41.24, 3363.04, 4.97]","[3.404614856498262, 41.54, 3371.59, 4.56]"
"[3.404614856498262, 41.54, 3371.59, 4.56]","[3.3124223227188976, 40.86, 3380.29, 3.94]"
"[3.3124223227188976, 40.86, 3380.29, 3.94]","[3.241760074751353, 41.07, 3388.8, 3.31]"
"[3.241760074751353, 41.07, 3388.8, 3.31]","[3.181603327943782, 41.56, 3397.28, 2.72]"
