Previous State,New State
"[1.143284061850027, 46.14, 3715.61, -1.41]","[1.143284061850027, 46.52, 3724.87, -1.34]"
"[1.143284061850027, 46.52, 3724.87, -1.34]","[1.143284061850027, 47.09, 3734.23, -1.27]"
"[1.143284061850027, 47.09, 3734.23, -1.27]","[1.143284061850027, 47.65, 3743.7, -1.23]"
"[1.143284061850027, 47.65, 3743.7, -1.23]","[1.143284061850027, 48.19, 3753.27, -1.32]"
"[1.143284061850027, 48.19, 3753.27, -1.32]","[1.143284061850027, 48.72, 3762.96, -1.44]"
"[1.143284061850027, 48.72, 3762.96, -1.44]","[1.143284061850027, 49.23, 3772.76, -1.55]"
"[1.143284061850027, 49.23, 3772.76, -1.55]","[1.143284061850027, 49.73, 3782.66, -1.62]"
"[1.143284061850027, 49.73, 3782.66, -1.62]","[1.143284061850027, 50.21, 3792.66, -1.66]"
"[1.143284061850027, 50.21, 3792.66, -1.66]","[1.143284061850027, 50.68, 3802.75, -1.69]"
"[1.143284061850027, 50.68, 3802.75, -1.69]","[1.1680804852142352, 51.14, 3812.93, -1.73]"
"[1.1680804852142352, 51.14, 3812.93, -1.73]","[1.1680804852142352, 51.58, 3823.2, -1.78]"
"[1.1680804852142352, 51.58, 3823.2, -1.78]","[1.143284061850027, 52.01, 3833.56, -1.82]"
"[1.143284061850027, 52.01, 3833.56, -1.82]","[1.1680804852142352, 52.42, 3844.0, -1.87]"
"[1.1680804852142352, 52.42, 3844.0, -1.87]","[1.1680804852142352, 52.82, 3854.51, -1.98]"
"[1.1680804852142352, 52.82, 3854.51, -1.98]","[1.143284061850027, 52.73, 3865.07, -2.11]"
"[1.143284061850027, 52.73, 3865.07, -2.11]","[1.1680804852142352, 53.13, 3875.64, -2.3]"
"[1.1680804852142352, 53.13, 3875.64, -2.3]","[1.1680804852142352, 53.53, 3886.3, -2.56]"
"[1.1680804852142352, 53.53, 3886.3, -2.56]","[1.1680804852142352, 53.91, 3897.04, -2.83]"
"[1.1680804852142352, 53.91, 3897.04, -2.83]","[1.1680804852142352, 54.29, 3907.86, -3.1]"
"[1.1680804852142352, 54.29, 3907.86, -3.1]","[1.1680804852142352, 54.65, 3918.75, -3.38]"
"[1.1680804852142352, 54.65, 3918.75, -3.38]","[1.143284061850027, 55.0, 3929.71, -3.63]"
"[1.143284061850027, 55.0, 3929.71, -3.63]","[1.143284061850027, 55.34, 3940.75, -3.8]"
"[1.143284061850027, 55.34, 3940.75, -3.8]","[1.143284061850027, 55.67, 3951.87, -3.88]"
"[1.143284061850027, 55.67, 3951.87, -3.88]","[1.143284061850027, 56.0, 3963.06, -3.89]"
"[1.143284061850027, 56.0, 3963.06, -3.89]","[1.143284061850027, 56.32, 3974.29, -3.86]"
"[1.143284061850027, 56.32, 3974.29, -3.86]","[1.143284061850027, 56.62, 3985.76, -3.78]"
"[1.143284061850027, 56.62, 3985.76, -3.78]","[1.143284061850027, 56.92, 3996.97, -3.35]"
"[1.143284061850027, 56.92, 3996.97, -3.35]","[1.143284061850027, 57.21, 4008.39, -3.29]"
"[1.143284061850027, 57.21, 4008.39, -3.29]","[1.143284061850027, 57.5, 4019.86, -3.23]"
"[1.143284061850027, 57.5, 4019.86, -3.23]","[1.143284061850027, 57.77, 4031.38, -3.17]"
"[1.143284061850027, 57.77, 4031.38, -3.17]","[1.143284061850027, 58.03, 4042.96, -3.12]"
"[1.143284061850027, 58.03, 4042.96, -3.12]","[1.143284061850027, 58.29, 4054.6, -3.07]"
"[1.143284061850027, 58.29, 4054.6, -3.07]","[1.143284061850027, 58.54, 4066.28, -3.02]"
"[1.143284061850027, 58.54, 4066.28, -3.02]","[1.143284061850027, 58.79, 4078.01, -2.97]"
"[1.143284061850027, 58.79, 4078.01, -2.97]","[1.143284061850027, 59.03, 4089.79, -2.92]"
"[1.143284061850027, 59.03, 4089.79, -2.92]","[1.143284061850027, 59.26, 4101.62, -2.88]"
"[1.143284061850027, 59.26, 4101.62, -2.88]","[1.143284061850027, 59.49, 4113.5, -2.83]"
"[1.143284061850027, 59.49, 4113.5, -2.83]","[1.143284061850027, 59.71, 4125.42, -2.78]"
"[1.143284061850027, 59.71, 4125.42, -2.78]","[1.143284061850027, 59.92, 4137.36, -2.75]"
"[1.143284061850027, 59.92, 4137.36, -2.75]","[1.143284061850027, 60.12, 4149.35, -2.81]"
"[1.143284061850027, 60.12, 4149.35, -2.81]","[1.143284061850027, 60.32, 4161.4, -2.91]"
"[1.143284061850027, 60.32, 4161.4, -2.91]","[1.143284061850027, 60.51, 3.7, -3.02]"
"[1.143284061850027, 60.51, 3.7, -3.02]","[1.143284061850027, 60.69, 15.82, -3.13]"
"[1.143284061850027, 60.69, 15.82, -3.13]","[1.143284061850027, 60.88, 27.98, -3.24]"
"[1.143284061850027, 60.88, 27.98, -3.24]","[1.143284061850027, 61.01, 40.18, -3.33]"
"[1.143284061850027, 61.01, 40.18, -3.33]","[1.143284061850027, 60.8, 52.35, -3.42]"
"[1.143284061850027, 60.8, 52.35, -3.42]","[1.143284061850027, 60.99, 64.53, -3.47]"
"[1.143284061850027, 60.99, 64.53, -3.47]","[1.143284061850027, 61.18, 76.75, -3.53]"
"[1.143284061850027, 61.18, 76.75, -3.53]","[1.143284061850027, 61.35, 89.0, -3.58]"
"[1.143284061850027, 61.35, 89.0, -3.58]","[1.143284061850027, 61.53, 101.29, -3.64]"
"[1.143284061850027, 61.53, 101.29, -3.64]","[1.143284061850027, 61.68, 113.61, -3.69]"
"[1.143284061850027, 61.68, 113.61, -3.69]","[1.143284061850027, 61.85, 125.96, -3.74]"
"[1.143284061850027, 61.85, 125.96, -3.74]","[1.143284061850027, 62.01, 138.35, -3.79]"
"[1.143284061850027, 62.01, 138.35, -3.79]","[1.143284061850027, 62.17, 150.77, -3.85]"
"[1.143284061850027, 62.17, 150.77, -3.85]","[1.143284061850027, 62.32, 163.21, -3.91]"
"[1.143284061850027, 62.32, 163.21, -3.91]","[1.143284061850027, 62.46, 175.69, -3.97]"
"[1.143284061850027, 62.46, 175.69, -3.97]","[1.143284061850027, 62.6, 188.21, -4.03]"
"[1.143284061850027, 62.6, 188.21, -4.03]","[1.143284061850027, 62.74, 200.76, -4.02]"
"[1.143284061850027, 62.74, 200.76, -4.02]","[1.143284061850027, 62.89, 213.33, -3.96]"
"[1.143284061850027, 62.89, 213.33, -3.96]","[1.143284061850027, 63.02, 225.92, -3.91]"
"[1.143284061850027, 63.02, 225.92, -3.91]","[1.143284061850027, 63.16, 238.54, -3.87]"
"[1.143284061850027, 63.16, 238.54, -3.87]","[1.143284061850027, 63.29, 251.18, -3.82]"
"[1.143284061850027, 63.29, 251.18, -3.82]","[1.143284061850027, 63.42, 263.86, -3.78]"
"[1.143284061850027, 63.42, 263.86, -3.78]","[1.143284061850027, 63.55, 276.55, -3.73]"
"[1.143284061850027, 63.55, 276.55, -3.73]","[1.143284061850027, 63.68, 289.28, -3.69]"
"[1.143284061850027, 63.68, 289.28, -3.69]","[1.143284061850027, 63.8, 302.02, -3.64]"
"[1.143284061850027, 63.8, 302.02, -3.64]","[1.143284061850027, 63.92, 314.8, -3.59]"
"[1.143284061850027, 63.92, 314.8, -3.59]","[1.143284061850027, 64.04, 327.59, -3.54]"
"[1.143284061850027, 64.04, 327.59, -3.54]","[1.143284061850027, 63.38, 340.38, -3.5]"
"[1.143284061850027, 63.38, 340.38, -3.5]","[1.143284061850027, 59.64, 352.7, -3.48]"
"[1.143284061850027, 59.64, 352.7, -3.48]","[1.143284061850027, 55.72, 364.23, -3.46]"
"[1.143284061850027, 55.72, 364.23, -3.46]","[1.143284061850027, 51.85, 374.99, -3.45]"
"[1.143284061850027, 51.85, 374.99, -3.45]","[1.143284061850027, 48.22, 385.0, -3.46]"
"[1.143284061850027, 48.22, 385.0, -3.46]","[1.143284061850027, 44.44, 394.26, -3.48]"
"[1.143284061850027, 44.44, 394.26, -3.48]","[1.143284061850027, 40.97, 402.8, -3.53]"
"[1.143284061850027, 40.97, 402.8, -3.53]","[1.143284061850027, 37.25, 410.62, -3.58]"
"[1.143284061850027, 37.25, 410.62, -3.58]","[1.143284061850027, 33.66, 417.72, -3.64]"
"[1.143284061850027, 33.66, 417.72, -3.64]","[1.143284061850027, 30.13, 424.11, -3.67]"
"[1.143284061850027, 30.13, 424.11, -3.67]","[1.143284061850027, 27.01, 429.8, -3.67]"
"[1.143284061850027, 27.01, 429.8, -3.67]","[1.075862200454001, 26.12, 435.09, -3.55]"
"[1.075862200454001, 26.12, 435.09, -3.55]","[0.9614110187641015, 25.61, 440.23, -2.99]"
"[0.9614110187641015, 25.61, 440.23, -2.99]","[0.8633131150155536, 25.07, 445.16, -1.94]"
"[0.8633131150155536, 25.07, 445.16, -1.94]","[0.775397496610753, 24.62, 449.88, -0.51]"
"[0.775397496610753, 24.62, 449.88, -0.51]","[0.7477626346599207, 24.25, 454.57, 0.95]"
"[0.7477626346599207, 24.25, 454.57, 0.95]","[0.7342087874533589, 23.84, 459.41, 2.12]"
"[0.7342087874533589, 23.84, 459.41, 2.12]","[0.5823642378687435, 23.33, 464.42, 3.07]"
"[0.5823642378687435, 23.33, 464.42, 3.07]","[0.43344532006988595, 22.65, 469.61, 3.84]"
"[0.43344532006988595, 22.65, 469.61, 3.84]","[0.25268025514207865, 21.88, 474.95, 4.28]"
"[0.25268025514207865, 21.88, 474.95, 4.28]","[0.06003605844527842, 20.94, 480.25, 4.29]"
"[0.06003605844527842, 20.94, 480.25, 4.29]","[6.14272389246973, 19.85, 485.29, 3.93]"
"[6.14272389246973, 19.85, 485.29, 3.93]","[5.957455819884956, 19.49, 490.02, 3.4]"
"[5.957455819884956, 19.49, 490.02, 3.4]","[5.79389452916547, 19.7, 494.57, 2.72]"
"[5.79389452916547, 19.7, 494.57, 2.72]","[5.627124716254664, 20.0, 498.95, 1.94]"
"[5.627124716254664, 20.0, 498.95, 1.94]","[5.507787810568833, 20.51, 503.19, 1.17]"
"[5.507787810568833, 20.51, 503.19, 1.17]","[5.419872192164033, 21.45, 507.39, 0.42]"
"[5.419872192164033, 21.45, 507.39, 0.42]","[5.404344155511007, 22.78, 511.76, -0.26]"
"[5.404344155511007, 22.78, 511.76, -0.26]","[5.404344155511007, 23.99, 516.35, -1.16]"
"[5.404344155511007, 23.99, 516.35, -1.16]","[5.404344155511007, 25.21, 521.17, -2.12]"
"[5.404344155511007, 25.21, 521.17, -2.12]","[5.404344155511007, 26.43, 526.29, -3.03]"
"[5.404344155511007, 26.43, 526.29, -3.03]","[5.404344155511007, 27.65, 531.71, -3.84]"
"[5.404344155511007, 27.65, 531.71, -3.84]","[5.404344155511007, 28.88, 537.49, -4.53]"
"[5.404344155511007, 28.88, 537.49, -4.53]","[5.388519489945351, 30.08, 543.45, -5.12]"
"[5.388519489945351, 30.08, 543.45, -5.12]","[5.3723763097721875, 31.26, 549.67, -5.49]"
"[5.3723763097721875, 31.26, 549.67, -5.49]","[5.3723763097721875, 32.39, 556.14, -5.69]"
"[5.3723763097721875, 32.39, 556.14, -5.69]","[5.3723763097721875, 33.47, 562.95, -5.7]"
"[5.3723763097721875, 33.47, 562.95, -5.7]","[5.3723763097721875, 34.49, 569.86, -5.55]"
"[5.3723763097721875, 34.49, 569.86, -5.55]","[5.404344155511007, 35.43, 577.06, -5.24]"
"[5.404344155511007, 35.43, 577.06, -5.24]","[5.479382988246556, 36.3, 584.32, -5.01]"
"[5.479382988246556, 36.3, 584.32, -5.01]","[5.479382988246556, 37.23, 591.78, -4.88]"
"[5.479382988246556, 37.23, 591.78, -4.88]","[5.479382988246556, 37.85, 599.49, -4.56]"
"[5.479382988246556, 37.85, 599.49, -4.56]","[5.521696254431953, 38.38, 607.14, -4.22]"
"[5.521696254431953, 38.38, 607.14, -4.22]","[5.535422672519665, 39.25, 614.98, -3.94]"
"[5.535422672519665, 39.25, 614.98, -3.94]","[5.535422672519665, 40.06, 622.95, -3.65]"
"[5.535422672519665, 40.06, 622.95, -3.65]","[5.562366546309496, 40.85, 631.04, -3.4]"
"[5.562366546309496, 40.85, 631.04, -3.4]","[5.575600870454231, 41.62, 639.29, -3.29]"
"[5.575600870454231, 41.62, 639.29, -3.29]","[5.575600870454231, 42.37, 647.68, -3.23]"
"[5.575600870454231, 42.37, 647.68, -3.23]","[5.614442603977214, 43.04, 656.23, -3.27]"
"[5.614442603977214, 43.04, 656.23, -3.27]","[5.639684198386302, 43.69, 664.9, -3.58]"
"[5.639684198386302, 43.69, 664.9, -3.58]","[5.639684198386302, 44.38, 673.69, -4.09]"
"[5.639684198386302, 44.38, 673.69, -4.09]","[5.5886870415530305, 43.37, 682.53, -4.52]"
"[5.5886870415530305, 43.37, 682.53, -4.52]","[5.575600870454231, 39.77, 690.83, -4.72]"
"[5.575600870454231, 39.77, 690.83, -4.72]","[5.562366546309496, 35.99, 698.41, -4.75]"
"[5.562366546309496, 35.99, 698.41, -4.75]","[5.507787810568833, 33.1, 705.28, -4.61]"
"[5.507787810568833, 33.1, 705.28, -4.61]","[5.388519489945351, 32.17, 711.76, -4.06]"
"[5.388519489945351, 32.17, 711.76, -4.06]","[5.267200013364761, 31.38, 717.92, -3.03]"
"[5.267200013364761, 31.38, 717.92, -3.03]","[5.139901245329559, 30.82, 723.91, -1.6]"
"[5.139901245329559, 30.82, 723.91, -1.6]","[5.060555001657651, 31.18, 729.84, 0.17]"
"[5.060555001657651, 31.18, 729.84, 0.17]","[4.957954497899982, 31.77, 735.98, 2.0]"
"[4.957954497899982, 31.77, 735.98, 2.0]","[4.912723822707809, 32.7, 743.05, 3.39]"
"[4.912723822707809, 32.7, 743.05, 3.39]","[4.853928453709116, 33.49, 750.26, 3.92]"
"[4.853928453709116, 33.49, 750.26, 3.92]","[4.71238898038469, 34.21, 758.04, 3.42]"
"[4.71238898038469, 34.21, 758.04, 3.42]","[4.570849507060263, 34.89, 765.12, 2.44]"
"[4.570849507060263, 34.89, 765.12, 2.44]","[4.570849507060263, 35.69, 772.27, 1.4]"
"[4.570849507060263, 35.69, 772.27, 1.4]","[4.51205413806157, 36.68, 779.46, 0.47]"
"[4.51205413806157, 36.68, 779.46, 0.47]","[4.51205413806157, 37.6, 786.85, -0.31]"
"[4.51205413806157, 37.6, 786.85, -0.31]","[4.51205413806157, 38.45, 794.42, -1.06]"
"[4.51205413806157, 38.45, 794.42, -1.06]","[4.466823462869398, 39.29, 802.16, -1.61]"
"[4.466823462869398, 39.29, 802.16, -1.61]","[4.466823462869398, 40.12, 810.08, -2.09]"
"[4.466823462869398, 40.12, 810.08, -2.09]","[4.466823462869398, 40.91, 818.13, -2.64]"
"[4.466823462869398, 40.91, 818.13, -2.64]","[4.466823462869398, 41.65, 826.36, -3.25]"
"[4.466823462869398, 41.65, 826.36, -3.25]","[4.394828551093168, 42.29, 834.74, -3.62]"
"[4.394828551093168, 42.29, 834.74, -3.62]","[4.3642229591117285, 43.02, 843.28, -3.62]"
"[4.3642229591117285, 43.02, 843.28, -3.62]","[4.3642229591117285, 43.72, 851.95, -3.4]"
"[4.3642229591117285, 43.72, 851.95, -3.4]","[4.3642229591117285, 44.4, 860.76, -3.15]"
"[4.3642229591117285, 44.4, 860.76, -3.15]","[4.3642229591117285, 45.05, 869.7, -2.89]"
"[4.3642229591117285, 45.05, 869.7, -2.89]","[4.3642229591117285, 45.69, 878.76, -2.65]"
"[4.3642229591117285, 45.69, 878.76, -2.65]","[4.3642229591117285, 46.28, 887.92, -2.47]"
"[4.3642229591117285, 46.28, 887.92, -2.47]","[4.3642229591117285, 46.13, 897.15, -2.42]"
"[4.3642229591117285, 46.13, 897.15, -2.42]","[4.3642229591117285, 43.04, 906.1, -2.41]"
"[4.3642229591117285, 43.04, 906.1, -2.41]","[4.3642229591117285, 39.28, 914.34, -2.41]"
"[4.3642229591117285, 39.28, 914.34, -2.41]","[4.3642229591117285, 35.57, 921.82, -2.41]"
"[4.3642229591117285, 35.57, 921.82, -2.41]","[4.3642229591117285, 31.97, 928.56, -2.4]"
"[4.3642229591117285, 31.97, 928.56, -2.4]","[4.3642229591117285, 28.37, 934.57, -2.43]"
"[4.3642229591117285, 28.37, 934.57, -2.43]","[4.3642229591117285, 24.79, 939.84, -2.51]"
"[4.3642229591117285, 24.79, 939.84, -2.51]","[4.238937823112623, 22.39, 944.46, -2.38]"
"[4.238937823112623, 22.39, 944.46, -2.38]","[4.138875875961593, 21.74, 948.75, -1.88]"
"[4.138875875961593, 21.74, 948.75, -1.88]","[3.989654732571274, 21.13, 952.86, -1.02]"
"[3.989654732571274, 21.13, 952.86, -1.02]","[3.8360909192163493, 20.51, 956.85, 0.13]"
"[3.8360909192163493, 20.51, 956.85, 0.13]","[3.6884436042857374, 21.24, 960.81, 1.48]"
"[3.6884436042857374, 21.24, 960.81, 1.48]","[3.6422473659943813, 22.45, 965.25, 2.85]"
"[3.6422473659943813, 22.45, 965.25, 2.85]","[3.6422473659943813, 23.58, 970.36, 3.66]"
"[3.6422473659943813, 23.58, 970.36, 3.66]","[3.5860854305256122, 24.07, 975.85, 3.6]"
"[3.5860854305256122, 24.07, 975.85, 3.6]","[3.414985685057266, 23.26, 981.23, 3.0]"
"[3.414985685057266, 23.26, 981.23, 3.0]","[3.2317145986043885, 22.31, 986.22, 2.16]"
"[3.2317145986043885, 22.31, 986.22, 2.16]","[3.0615070735561343, 21.19, 990.82, 1.34]"
"[3.0615070735561343, 21.19, 990.82, 1.34]","[2.878570450681324, 20.19, 995.07, 0.65]"
"[2.878570450681324, 20.19, 995.07, 0.65]","[2.7191385914030373, 20.16, 999.17, 0.2]"
"[2.7191385914030373, 20.16, 999.17, 0.2]","[2.5592284157210496, 20.22, 1003.25, 0.0]"
"[2.5592284157210496, 20.22, 1003.25, 0.0]","[2.407383866136434, 20.47, 1007.36, 0.05]"
"[2.407383866136434, 20.47, 1007.36, 0.05]","[2.293530574608312, 20.94, 1011.51, 0.3]"
"[2.293530574608312, 20.94, 1011.51, 0.3]","[2.214297435588181, 21.89, 1015.81, 0.71]"
"[2.214297435588181, 21.89, 1015.81, 0.71]","[2.1801816348256917, 23.18, 1020.41, 1.15]"
"[2.1801816348256917, 23.18, 1020.41, 1.15]","[2.125607359774968, 24.24, 1025.29, 1.3]"
"[2.125607359774968, 24.24, 1025.29, 1.3]","[2.0657304531357923, 25.38, 1030.4, 1.23]"
"[2.0657304531357923, 25.38, 1030.4, 1.23]","[1.998308591739766, 26.47, 1035.69, 0.8]"
"[1.998308591739766, 26.47, 1035.69, 0.8]","[1.9471798091126247, 27.52, 1041.1, -0.02]"
"[1.9471798091126247, 27.52, 1041.1, -0.02]","[1.8163618443101885, 27.39, 1046.51, -1.05]"
"[1.8163618443101885, 27.39, 1046.51, -1.05]","[1.5707963267948966, 26.29, 1051.67, -2.08]"
"[1.5707963267948966, 26.29, 1051.67, -2.08]","[1.4292568534704695, 24.96, 1056.6, -2.86]"
"[1.4292568534704695, 24.96, 1056.6, -2.86]","[1.2226303055219356, 23.83, 1061.4, -3.17]"
"[1.2226303055219356, 23.83, 1061.4, -3.17]","[1.075862200454001, 23.4, 1066.11, -2.9]"
"[1.075862200454001, 23.4, 1066.11, -2.9]","[1.015985293814825, 23.67, 1070.75, -2.13]"
"[1.015985293814825, 23.67, 1070.75, -2.13]","[1.0973451695228305, 24.9, 1075.43, -0.93]"
"[1.0973451695228305, 24.9, 1075.43, -0.93]","[1.2870022175865685, 25.57, 1080.39, 0.03]"
"[1.2870022175865685, 25.57, 1080.39, 0.03]","[1.4292568534704695, 25.87, 1085.54, 0.4]"
"[1.4292568534704695, 25.87, 1085.54, 0.4]","[1.5707963267948966, 26.44, 1090.78, 0.2]"
"[1.5707963267948966, 26.44, 1090.78, 0.2]","[1.5707963267948966, 27.71, 1096.16, -0.45]"
"[1.5707963267948966, 27.71, 1096.16, -0.45]","[1.4292568534704695, 28.78, 1101.76, -1.15]"
"[1.4292568534704695, 28.78, 1101.76, -1.15]","[1.370461484471777, 29.8, 1107.61, -1.52]"
"[1.370461484471777, 29.8, 1107.61, -1.52]","[1.3252308092796046, 30.95, 1113.68, -1.54]"
"[1.3252308092796046, 30.95, 1113.68, -1.54]","[1.3252308092796046, 32.0, 1119.96, -1.48]"
"[1.3252308092796046, 32.0, 1119.96, -1.48]","[1.2870022175865685, 32.93, 1126.45, -1.35]"
"[1.2870022175865685, 32.93, 1126.45, -1.35]","[1.253235897503375, 33.9, 1133.11, -0.96]"
"[1.253235897503375, 33.9, 1133.11, -0.96]","[1.253235897503375, 34.84, 1139.97, -0.41]"
"[1.253235897503375, 34.84, 1139.97, -0.41]","[1.253235897503375, 35.73, 1147.0, 0.17]"
"[1.253235897503375, 35.73, 1147.0, 0.17]","[1.253235897503375, 36.57, 1154.21, 0.76]"
"[1.253235897503375, 36.57, 1154.21, 0.76]","[1.3252308092796046, 36.45, 1161.54, 1.17]"
"[1.3252308092796046, 36.45, 1161.54, 1.17]","[1.4292568534704695, 34.13, 1168.62, 1.06]"
"[1.4292568534704695, 34.13, 1168.62, 1.06]","[1.5707963267948966, 31.58, 1175.19, 0.52]"
"[1.5707963267948966, 31.58, 1175.19, 0.52]","[1.5707963267948966, 29.59, 1181.21, -0.41]"
"[1.5707963267948966, 29.59, 1181.21, -0.41]","[1.5707963267948966, 28.99, 1186.99, -1.5]"
"[1.5707963267948966, 28.99, 1186.99, -1.5]","[1.5707963267948966, 28.35, 1192.99, -2.24]"
"[1.5707963267948966, 28.35, 1192.99, -2.24]","[1.771131169118016, 27.63, 1198.84, -2.8]"
"[1.771131169118016, 27.63, 1198.84, -2.8]","[1.888356756086418, 26.91, 1204.66, -3.18]"
"[1.888356756086418, 26.91, 1204.66, -3.18]","[1.998308591739766, 26.22, 1210.4, -3.41]"
"[1.998308591739766, 26.22, 1210.4, -3.41]","[2.044247484066963, 26.63, 1216.09, -3.35]"
"[2.044247484066963, 26.63, 1216.09, -3.35]","[2.125607359774968, 26.67, 1221.85, -2.91]"
"[2.125607359774968, 26.67, 1221.85, -2.91]","[2.2627515019212137, 25.94, 1227.74, -2.12]"
"[2.2627515019212137, 25.94, 1227.74, -2.12]","[2.4207738927197036, 25.12, 1232.95, -1.2]"
"[2.4207738927197036, 25.12, 1232.95, -1.2]","[2.571155544189871, 24.17, 1237.86, -0.27]"
"[2.571155544189871, 24.17, 1237.86, -0.27]","[2.740961060888421, 23.05, 1242.5, 0.48]"
"[2.740961060888421, 23.05, 1242.5, 0.48]","[2.9197781830929985, 22.0, 1247.01, 0.98]"
"[2.9197781830929985, 22.0, 1247.01, 0.98]","[3.0915717967840233, 21.33, 1251.26, 1.26]"
"[3.0915717967840233, 21.33, 1251.26, 1.26]","[3.2317145986043885, 21.43, 1255.44, 1.26]"
"[3.2317145986043885, 21.43, 1255.44, 1.26]","[3.342950574380124, 21.81, 1259.65, 1.06]"
"[3.342950574380124, 21.81, 1259.65, 1.06]","[3.425386762798121, 22.58, 1263.98, 0.68]"
"[3.425386762798121, 22.58, 1263.98, 0.68]","[3.4567856860305177, 23.9, 1268.56, 0.21]"
"[3.4567856860305177, 23.9, 1268.56, 0.21]","[3.5206016742857438, 24.61, 1273.43, -0.05]"
"[3.5206016742857438, 24.61, 1273.43, -0.05]","[3.6884436042857374, 23.98, 1278.3, -0.18]"
"[3.6884436042857374, 23.98, 1278.3, -0.18]","[3.8360909192163493, 23.41, 1283.07, -0.34]"
"[3.8360909192163493, 23.41, 1283.07, -0.34]","[3.945394972522823, 24.11, 1287.86, -0.52]"
"[3.945394972522823, 24.11, 1287.86, -0.52]","[4.068887871591405, 25.09, 1292.86, -0.68]"
"[4.068887871591405, 25.09, 1292.86, -0.68]","[4.1967949741386, 25.85, 1298.05, -0.77]"
"[4.1967949741386, 25.85, 1298.05, -0.77]","[4.336005498066962, 26.47, 1303.37, -0.81]"
"[4.336005498066962, 26.47, 1303.37, -0.81]","[4.428594871176362, 27.21, 1308.81, -0.9]"
"[4.428594871176362, 27.21, 1308.81, -0.9]","[4.466823462869398, 28.4, 1314.43, -1.13]"
"[4.466823462869398, 28.4, 1314.43, -1.13]","[4.466823462869398, 29.68, 1320.3, -1.33]"
"[4.466823462869398, 29.68, 1320.3, -1.33]","[4.466823462869398, 30.88, 1326.41, -1.23]"
"[4.466823462869398, 30.88, 1326.41, -1.23]","[4.466823462869398, 32.01, 1332.74, -0.86]"
"[4.466823462869398, 32.01, 1332.74, -0.86]","[4.466823462869398, 33.09, 1339.23, -0.41]"
"[4.466823462869398, 33.09, 1339.23, -0.41]","[4.466823462869398, 34.12, 1345.94, 0.02]"
"[4.466823462869398, 34.12, 1345.94, 0.02]","[4.466823462869398, 35.11, 1352.86, 0.41]"
"[4.466823462869398, 35.11, 1352.86, 0.41]","[4.466823462869398, 36.07, 1359.97, 0.73]"
"[4.466823462869398, 36.07, 1359.97, 0.73]","[4.466823462869398, 36.98, 1367.27, 1.04]"
"[4.466823462869398, 36.98, 1367.27, 1.04]","[4.466823462869398, 37.85, 1374.75, 1.37]"
"[4.466823462869398, 37.85, 1374.75, 1.37]","[4.51205413806157, 38.08, 1382.31, 1.54]"
"[4.51205413806157, 38.08, 1382.31, 1.54]","[4.51205413806157, 38.96, 1390.02, 1.45]"
"[4.51205413806157, 38.96, 1390.02, 1.45]","[4.51205413806157, 39.79, 1397.89, 1.22]"
"[4.51205413806157, 39.79, 1397.89, 1.22]","[4.570849507060263, 40.56, 1405.92, 0.97]"
"[4.570849507060263, 40.56, 1405.92, 0.97]","[4.570849507060263, 41.24, 1414.09, 0.5]"
"[4.570849507060263, 41.24, 1414.09, 0.5]","[4.71238898038469, 41.97, 1422.38, -0.28]"
"[4.71238898038469, 41.97, 1422.38, -0.28]","[4.71238898038469, 42.7, 1430.8, -1.16]"
"[4.71238898038469, 42.7, 1430.8, -1.16]","[4.570849507060263, 43.39, 1439.39, -1.9]"
"[4.570849507060263, 43.39, 1439.39, -1.9]","[4.570849507060263, 44.06, 1448.11, -2.55]"
"[4.570849507060263, 44.06, 1448.11, -2.55]","[4.570849507060263, 44.67, 1456.96, -3.12]"
"[4.570849507060263, 44.67, 1456.96, -3.12]","[4.570849507060263, 45.29, 1465.92, -3.53]"
"[4.570849507060263, 45.29, 1465.92, -3.53]","[4.570849507060263, 45.9, 1475.01, -3.85]"
"[4.570849507060263, 45.9, 1475.01, -3.85]","[4.51205413806157, 46.06, 1484.22, -4.03]"
"[4.51205413806157, 46.06, 1484.22, -4.03]","[4.428594871176362, 46.35, 1493.45, -3.84]"
"[4.428594871176362, 46.35, 1493.45, -3.84]","[4.428594871176362, 46.94, 1502.75, -3.24]"
"[4.428594871176362, 46.94, 1502.75, -3.24]","[4.394828551093168, 47.49, 1512.16, -2.4]"
"[4.394828551093168, 47.49, 1512.16, -2.4]","[4.394828551093168, 48.03, 1521.66, -1.4]"
"[4.394828551093168, 48.03, 1521.66, -1.4]","[4.394828551093168, 48.55, 1531.25, -0.36]"
"[4.394828551093168, 48.55, 1531.25, -0.36]","[4.3642229591117285, 49.04, 1540.97, 0.63]"
"[4.3642229591117285, 49.04, 1540.97, 0.63]","[4.309673138804028, 49.47, 1550.84, 1.43]"
"[4.309673138804028, 49.47, 1550.84, 1.43]","[4.261362168588427, 49.9, 1560.92, 1.92]"
"[4.261362168588427, 49.9, 1560.92, 1.92]","[4.1967949741386, 50.2, 1571.14, 1.91]"
"[4.1967949741386, 50.2, 1571.14, 1.91]","[4.138875875961593, 50.52, 1581.37, 1.35]"
"[4.138875875961593, 50.52, 1581.37, 1.35]","[4.1030036723538945, 50.96, 1591.56, 0.51]"
"[4.1030036723538945, 50.96, 1591.56, 0.51]","[4.1030036723538945, 51.41, 1601.77, -0.34]"
